date,high,low,close,open,impact,trades,shares
2013-03-18,77,75.1,76.5,73.6,3.94,17,31544
2013-03-19,78,73.5,74.3,76.5,-2.88,9,1179
2013-03-21,80,73.5,76.6,74.3,3.1,15,3125
2013-03-22,80,75,75,76.6,-2.09,6,4275
2013-03-27,77,75,77,75,2.67,6,2440
2013-03-28,78,75,76.6,77,-0.52,5,1698
2013-04-01,79.9,78,78.6,76.6,2.61,12,4772
2013-04-02,82,78,79.2,78.6,0.76,8,15257
2013-04-03,81,76,78.8,79.2,-0.51,6,1162
2013-04-04,81,77,77.7,78.8,-1.4,3,570
2013-04-05,84.8,74.6,83,77.7,6.82,26,4591
2013-04-08,84,78.1,78.8,83,-5.06,20,2463
2013-04-09,78.6,78.5,78.6,78.8,-0.25,3,545
2013-04-10,84,79.5,83,78.6,5.6,20,3946
2013-04-11,83.7,80,82.9,83,-0.12,14,1529
2013-04-16,84,81,83.3,82.9,0.48,5,821
2013-04-17,84.9,83,84.5,83.3,1.44,9,2600
2013-04-18,85.5,81,82.1,84.5,-2.84,10,1845
2013-04-19,85.4,84,84,82.1,2.31,8,6957
2013-04-22,85,80.2,81.9,84,-2.5,24,11883
2013-04-23,80.3,80,80,81.9,-2.32,5,2500
2013-04-24,84,80,82.4,80,3,4,243
2013-04-26,82.9,80,80.4,82.4,-2.43,13,15351
2013-04-29,83,80,81,80.4,0.75,3,733
2013-04-30,83.9,78,79.5,81,-1.85,30,3697
2013-05-02,80.5,78.2,79.2,79.5,-0.38,11,793
2013-05-03,80,76.1,80,79.2,1.01,4,6298
2013-05-06,83.8,77.2,79,80,-1.25,13,5902
2013-05-07,82,79,80.7,79,2.15,3,3142
2013-05-08,85,78.6,79.1,80.7,-1.98,25,5142
2013-05-09,79.1,79.1,79.1,79.1,0,2,210
2013-05-10,79.6,79,79.3,79.1,0.25,7,2600
2013-05-13,83.7,79,81.2,79.3,2.4,10,539
2013-05-14,83.6,79,82.3,81.2,1.35,5,740
2013-05-15,83.4,80.5,81.8,82.3,-0.61,4,800
2013-05-16,84,79.2,83.3,81.8,1.83,19,3143
2013-05-17,85,79.5,84.9,83.3,1.92,25,5228
2013-05-20,85,80.1,83.9,84.9,-1.18,32,32239
2013-05-21,84.5,80.7,80.8,83.9,-3.69,15,1423
2013-05-22,84.3,80.7,80.7,80.8,-0.12,7,533
2013-05-23,84.5,83.9,84.3,80.7,4.46,7,273
2013-05-27,84.7,84.7,84.7,84.3,0.47,1,1
2013-05-28,84.7,80.1,83.5,84.7,-1.42,14,1082
2013-05-29,84,80.1,82.7,83.5,-0.96,10,766
2013-05-30,84.9,84.9,84.9,82.7,2.66,1,1
2013-05-31,85.5,82,82.1,84.9,-3.3,12,15864
2013-06-03,85,82,84.9,82.1,3.41,6,453
2013-06-04,82.1,82,82,84.9,-3.42,2,215
2013-06-05,82,81,82,82,0,6,517
2013-06-06,84.8,84.8,84.8,82,3.41,3,9
2013-06-07,85,82.3,82.6,84.8,-2.59,10,911
2013-06-10,84.9,43,82,82.6,-0.73,12,3074
2013-06-11,82,82,82,82,0,7,7732
2013-06-12,82,80,82,82,0,3,501
2013-06-13,82.1,81,82,82,0,12,7009
2013-06-14,83,80,82.8,82,0.98,9,5805
2013-06-17,82.9,80,80,82.8,-3.38,5,682
2013-06-18,80,78,80,80,0,17,7111
2013-06-19,78.2,78,78.1,80,-2.38,9,1074
2013-06-20,81.9,78,78,78.1,-0.13,3,2123
2013-06-21,78,78,78,78,0,1,3000
2013-06-24,83.3,78,83.3,78,6.79,6,7203
2013-06-25,76.1,76,76,83.3,-8.76,4,1200
2013-06-26,77,76.5,76.5,76,0.66,3,244
2013-06-27,76.3,76,76.3,76.5,-0.26,10,1099
2013-06-28,80,80,80,76.3,4.85,1,200
2013-07-01,80.7,76.5,76.5,80,-4.38,5,505
2013-07-02,77.6,76.2,76.4,76.5,-0.13,13,15956
2013-07-03,79.9,76.2,76.3,76.4,-0.13,7,3505
2013-07-04,75,75,75,76.3,-1.7,1,146
2013-07-05,74,74,74,75,-1.33,4,992
2013-07-09,74,74,74,74,0,1,50
2013-07-10,72,72,72,74,-2.7,5,3918
2013-07-11,72,72,72,72,0,1,243
2013-07-15,74,74,74,72,2.78,2,307
2013-07-16,86,80,83.3,74,12.57,201,50853
2013-07-17,85,83.2,85,83.3,2.04,56,5983
2013-07-18,84.9,84.5,84.9,85,-0.12,16,1318
2013-07-19,84.9,84,84.5,84.9,-0.47,27,25612
2013-07-23,84.5,83.9,84.4,84.5,-0.12,47,23314
2013-07-24,85,84,84.5,84.4,0.12,78,86082
2013-07-25,75.1,64,75,84.5,-11.24,63,17844
2013-07-26,76,72,75.1,75,0.13,16,5741
2013-07-29,75.3,72.6,73.5,75.1,-2.13,9,2813
2013-07-30,75,72.6,75,73.5,2.04,10,3043
2013-07-31,73.6,73,73,75,-2.67,16,1974
2013-08-01,75,74.9,75,73,2.74,5,229
2013-08-02,75.2,75,75.2,75,0.27,8,1711
2013-08-06,75,73.1,74.1,75.2,-1.46,5,204
2013-08-07,76,73.5,74,74.1,-0.13,25,7356
2013-08-08,76.5,73.2,74.5,74,0.68,16,916
2013-08-12,76.4,73.2,74.9,74.5,0.54,9,305
2013-08-13,76,73,76,74.9,1.47,9,1706
2013-08-14,73.2,73,73,76,-3.95,8,2718
2013-08-16,75.8,73,74.4,73,1.92,8,453
2013-08-21,73,73,73,74.4,-1.88,2,2752
2013-08-22,74.3,73,73,73,0,5,252
2013-08-23,73,73,73,73,0,3,383
2013-08-26,73,73,73,73,0,5,498
2013-08-27,73,70,71.3,73,-2.33,6,747
2013-08-28,73,70.2,71.9,71.3,0.84,21,3196
2013-08-29,70.6,70,70.5,71.9,-1.95,24,3225
2013-08-30,70.5,70.1,70.1,70.5,-0.57,7,1300
2013-09-02,72.7,70.2,72.7,70.1,3.71,9,9529
2013-09-03,70.1,70,70,72.7,-3.71,17,6748
2013-09-05,70,68.1,70,70,0,3,505
2013-09-09,70,68.1,70,70,0,4,942
2013-09-10,72.4,70,72.4,70,3.43,12,1784
2013-09-11,74.5,70,73.5,72.4,1.52,7,448
2013-09-12,76.8,71,71.2,73.5,-3.13,12,5371
2013-09-13,71.1,70.5,70.6,71.2,-0.84,7,2411
2013-09-16,70.6,70.5,70.5,70.6,-0.14,3,156
2013-09-17,72.8,70.5,70.8,70.5,0.43,3,60
2013-09-18,70.5,70.5,70.5,70.8,-0.42,1,214
2013-09-20,70.6,70.6,70.6,70.5,0.14,1,9
2013-09-23,73.7,70.6,73.4,70.6,3.97,6,421
2013-09-24,73.6,70,70.1,73.4,-4.5,31,45420
2013-09-25,72.8,70,70.2,70.1,0.14,3,193
2013-09-26,71,69,69.3,70.2,-1.28,6,1000
2013-09-27,72,69.1,69.5,69.3,0.29,11,3075
2013-09-30,70,70,70,69.5,0.72,4,1037
2013-10-01,73.5,71.9,72.7,70,3.86,11,19174
2013-10-02,70.1,70.1,70.1,72.7,-3.58,1,1
2013-10-03,74.8,70.2,72.9,70.1,3.99,6,1060
2013-10-04,75,70.2,74.8,72.9,2.61,6,279
2013-10-07,79,75,75.6,74.8,1.07,18,3492
2013-10-08,75,75,75,75.6,-0.79,1,1
2013-10-09,74.4,71.3,74.4,75,-0.8,8,501
2013-10-10,77.5,74.5,76,74.4,2.15,4,100
2013-10-11,76,72,76,76,0,5,260
2013-10-14,76,72,74.6,76,-1.84,10,682
2013-10-15,75,71.5,73.2,74.6,-1.88,12,3975
2013-10-17,73.3,71.7,72.8,73.2,-0.55,9,2993
2013-10-21,71.6,71.4,71.4,72.8,-1.92,7,468
2013-10-22,73.5,71,72.4,71.4,1.4,3,200
2013-10-23,71.5,70,70.5,72.4,-2.62,28,42032
2013-10-24,72.5,72,72,70.5,2.13,2,7000
2013-10-25,73,70.5,72.1,72,0.14,6,348
2013-10-28,71,70.9,71,72.1,-1.53,8,268
2013-10-29,71.2,71.1,71.2,71,0.28,5,200
2013-10-30,71.2,71,71.2,71.2,0,10,1362
2013-10-31,71.2,71.1,71.2,71.2,0,3,1400
2013-11-01,71.2,71.1,71.2,71.2,0,3,426
2013-11-04,71.5,71.2,71.5,71.2,0.42,7,501
2013-11-05,71.6,71.5,71.6,71.5,0.14,10,1032
2013-11-06,73.6,73.6,73.6,71.6,2.79,1,10
2013-11-07,71.8,71.7,71.7,73.6,-2.58,5,508
2013-11-08,75,73,73,71.7,1.81,24,8500
2013-11-11,75.2,74.4,75.1,73,2.88,53,34202
2013-11-12,75,75,75,75.1,-0.13,14,10220
2013-11-13,75.8,72,73.1,75,-2.53,3,362
2013-11-14,76.4,75.9,76,73.1,3.97,25,7761
2013-11-15,76,76,76,76,0,10,2554
2013-11-18,76,75,75,76,-1.32,4,2097
2013-11-19,75.5,73,75.3,75,0.4,2,1100
2013-11-20,75.5,74,74,75.3,-1.73,5,1007
2013-11-21,76,75.5,75.6,74,2.16,3,1147
2013-11-22,74,74,74,75.6,-2.12,1,5
2013-11-25,75,74,75,74,1.35,5,2417
2013-11-26,75.5,75,75.5,75,0.67,2,70
2013-11-27,76,75.5,75.6,75.5,0.13,5,5753
2013-11-28,75.5,75.5,75.5,75.6,-0.13,3,2000
2013-11-29,75.5,75.5,75.5,75.5,0,1,1
2013-12-02,76,75.6,76,75.5,0.66,2,110
2013-12-03,76.4,75.6,76.4,76,0.53,13,1379
2013-12-04,75.6,75,75.4,76.4,-1.31,9,11730
2013-12-06,75.1,75.1,75.1,75.4,-0.4,3,489
2013-12-09,75.1,75,75.1,75.1,0,6,7511
2013-12-10,75.1,75,75.1,75.1,0,18,25500
2013-12-11,76.8,75.6,75.7,75.1,0.8,5,708
2013-12-12,76.9,75.6,75.6,75.7,-0.13,5,879
2013-12-13,76.9,75.6,76.9,75.6,1.72,3,411
2013-12-17,76.1,76.1,76.1,76.9,-1.04,1,100
2013-12-19,78.1,76.9,78.1,76.1,2.63,3,200
2013-12-26,80,78,79.8,78.1,2.18,11,177
2013-12-27,85.5,82,85.2,79.8,6.77,13,4229
2013-12-30,85.1,80.2,81.4,85.2,-4.46,10,1037
2013-12-31,85.3,84.5,84.7,81.4,4.05,17,2673
2014-01-02,85,80.5,85,84.7,0.35,2,400
2014-01-03,85,85,85,85,0,1,150
2014-01-06,81.6,81.5,81.5,85,-4.12,2,85
2014-01-07,88,81.2,88,81.5,7.98,16,1356
2014-01-08,90.7,87.5,89.9,88,2.16,16,2302
2014-01-09,95,89.8,92.9,89.9,3.34,22,4560
2014-01-10,93.9,81.4,93.5,92.9,0.65,20,6478
2014-01-16,96,93.4,95.6,93.5,2.25,63,12625
2014-01-17,97.8,95,96.1,95.6,0.52,14,1820
2014-01-20,96.4,87.5,87.7,96.1,-8.74,32,7300
2014-01-21,89.9,85.1,86,87.7,-1.94,17,8789
2014-01-22,89.8,86,87.1,86,1.28,14,23698
2014-01-27,89.9,85,89.9,87.1,3.21,4,118
2014-01-29,89,89,89,89.9,-1,1,12
2014-01-31,89,89,89,89,0,2,100
2014-02-05,88.6,80.5,82,89,-7.87,13,1587
2014-02-06,82,82,82,82,0,3,3700
2014-02-07,84.9,81.4,84.9,82,3.54,7,324
2014-02-10,83,82,82,84.9,-3.42,5,2410
2014-02-11,81.7,81.7,81.7,82,-0.37,1,100
2014-02-12,83,83,83,81.7,1.59,1,1
2014-02-13,85,84.8,85,83,2.41,13,27675
2014-02-17,85,85,85,85,0,4,62
2014-02-18,85,84.9,84.9,85,-0.12,2,148
2014-02-19,81,80,80.2,84.9,-5.54,7,1019
2014-02-20,80.2,80,80.1,80.2,-0.12,4,999
2014-02-24,78,78,78,80.1,-2.62,1,152
2014-02-25,83,83,83,78,6.41,2,12
2014-02-26,85,85,85,83,2.41,1,1
2014-03-03,83.9,83.9,83.9,85,-1.29,3,4
2014-03-04,80,80,80,83.9,-4.65,1,100
2014-03-05,80,80,80,80,0,2,327
2014-03-06,84.9,83.8,84.9,80,6.13,5,307
2014-03-07,84,84,84,84.9,-1.06,3,3
2014-03-11,84,84,84,84,0,6,58
2014-03-12,83.1,81,82,84,-2.38,4,1029
2014-03-13,84,83,83.6,82,1.95,5,7
2014-03-18,78,77.3,78,83.6,-6.7,5,2900
2014-03-19,78.1,78.1,78.1,78,0.13,1,6
2014-03-20,78.6,78,78,78.1,-0.13,7,3421
2014-03-21,83.4,78.2,83.4,78,6.92,7,242
2014-03-24,83.4,78.6,83.3,83.4,-0.12,2,102
2014-03-25,82,78.7,82,83.3,-1.56,2,101
2014-03-26,83.4,83.3,83.4,82,1.71,2,353
2014-03-27,84.8,84.8,84.8,83.4,1.68,1,50
2014-03-28,84.9,80,83.8,84.8,-1.18,4,307
2014-04-02,81,80,80.2,83.8,-4.3,8,1314
2014-04-03,82,80,82,80.2,2.24,3,1393
2014-04-04,81,81,81,82,-1.22,1,80
2014-04-07,80.2,80.2,80.2,81,-0.99,1,132
2014-04-08,80.2,80.2,80.2,80.2,0,9,4969
2014-04-09,82.6,80.1,80.2,80.2,0,3,307
2014-04-10,80.2,80.2,80.2,80.2,0,3,300
2014-04-11,79,78.6,78.8,80.2,-1.75,2,192
2014-04-16,79.6,79.6,79.6,78.8,1.02,1,1
2014-04-21,79.1,79,79.1,79.6,-0.63,4,1258
2014-04-22,79.1,79,79,79.1,-0.13,6,2400
2014-04-23,81.9,78.5,78.5,79,-0.63,8,1367
2014-04-24,77.5,77.4,77.5,78.5,-1.27,2,150
2014-04-28,81.4,76.2,81.4,77.5,5.03,8,1872
2014-04-29,85,78.6,81.3,81.4,-0.12,17,4832
2014-04-30,84,78,83.8,81.3,3.08,6,4100
2014-05-02,85,78.4,83.3,83.8,-0.6,13,2794
2014-05-05,85,84,84.8,83.3,1.8,4,200
2014-05-06,80,80,80,84.8,-5.66,6,1001
2014-05-07,81,80,80,80,0,11,13100
2014-05-08,81,81,81,80,1.25,1,100
2014-05-09,84,83.4,83.9,81,3.58,5,500
2014-05-12,84,81.4,82,83.9,-2.26,15,1308
2014-05-13,81.5,81.3,81.4,82,-0.73,3,292
2014-05-19,81.3,81,81.1,81.4,-0.37,5,680
2014-05-20,81,80,80,81.1,-1.36,8,4290
2014-05-21,80.5,80.2,80.2,80,0.25,3,173
2014-05-22,80.1,80.1,80.1,80.2,-0.12,2,415
2014-05-23,83,81,82.9,80.1,3.5,9,3274
2014-05-26,84.1,80.1,81.7,82.9,-1.45,10,2263
2014-05-27,83.9,80.2,82,81.7,0.37,3,190
2014-05-28,84,84,84,82,2.44,1,134
2014-05-30,83.6,80.5,83,84,-1.19,3,919
2014-06-02,88,83.7,85.2,83,2.65,20,8827
2014-06-04,84,84,84,85.2,-1.41,2,103
2014-06-05,86.7,81.1,84.2,84,0.24,10,1209
2014-06-06,84.2,84.2,84.2,84.2,0,2,2
2014-06-09,88,84.2,87.2,84.2,3.56,5,534
2014-06-10,85,84.2,84.2,87.2,-3.44,3,3500
2014-06-11,84.2,84.2,84.2,84.2,0,8,5906
2014-06-13,87.5,86.9,87.4,84.2,3.8,10,3059
2014-06-16,87.5,85,87.5,87.4,0.11,6,1202
2014-06-18,87.4,87.3,87.4,87.5,-0.11,4,505
2014-06-19,87.9,85,87.9,87.4,0.57,3,226
2014-06-20,87.9,84.2,87.9,87.9,0,4,160
2014-06-24,87.7,87.7,87.7,87.9,-0.23,1,2
2014-06-26,87.7,87.7,87.7,87.7,0,2,100
2014-06-27,90,87.7,88.9,87.7,1.37,14,3889
2014-06-30,90,87,89.9,88.9,1.12,12,353
2014-07-01,90,87,89.4,89.9,-0.56,11,1218
2014-07-02,99,85.2,90,89.4,0.67,28,4089
2014-07-03,94.9,90,94.6,90,5.11,7,1138
2014-07-07,94.9,90.1,93.5,94.6,-1.16,4,202
2014-07-08,94.8,90.1,94.8,93.5,1.39,9,204
2014-07-09,95,90.1,92.9,94.8,-2,4,350
2014-07-10,95,94.8,95,92.9,2.26,9,1000
2014-07-11,91.1,90,90,95,-5.26,11,8055
2014-07-14,95,90,90,90,0,11,2532
2014-07-15,94.6,90,90.3,90,0.33,12,3381
2014-07-16,90.1,90,90.1,90.3,-0.22,8,5300
2014-07-17,94.5,90.3,92.3,90.1,2.44,3,137
2014-07-18,92.5,90.6,90.6,92.3,-1.84,3,320
2014-07-21,94.3,94.3,94.3,90.6,4.08,1,1
2014-07-22,93.9,90.6,93.8,94.3,-0.53,5,737
2014-07-23,94,93.9,93.9,93.8,0.11,2,500
2014-07-25,91,91,91,93.9,-3.09,1,286
2014-07-28,91.1,90.6,91.1,91,0.11,4,1194
2014-07-30,92,92,92,91.1,0.99,3,45
2014-07-31,94,92,94,92,2.17,5,3000
2014-08-01,94,91.1,92.8,94,-1.28,6,887
2014-08-05,94,91.1,93.7,92.8,0.97,10,1008
2014-08-06,92.5,91.1,92.5,93.7,-1.28,4,8300
2014-08-07,94,92,94,92.5,1.62,6,302
2014-08-08,100,92,99.2,94,5.53,9,1508
2014-08-11,98.4,93.1,93.1,99.2,-6.15,3,318
2014-08-12,98.4,93.1,93.1,93.1,0,2,101
2014-08-13,98.4,93.2,98,93.1,5.26,10,167
2014-08-14,98.4,91,91,98,-7.14,43,24143
2014-08-15,92,91,92,91,1.1,10,5354
2014-08-18,94,90.5,90.5,92,-1.63,8,651
2014-08-19,90.5,90,90.1,90.5,-0.44,10,10632
2014-08-20,90,90,90,90.1,-0.11,12,5269
2014-08-21,90,89.9,90,90,0,2,205
2014-08-22,89.9,89.9,89.9,90,-0.11,1,20
2014-08-25,90,89.8,89.9,89.9,0,5,1190
2014-08-26,89.9,89.8,89.8,89.9,-0.11,4,1390
2014-08-27,90,89.7,89.7,89.8,-0.11,8,1006
2014-08-28,90,89.6,89.9,89.7,0.22,5,1255
2014-08-29,90,89.5,89.6,89.9,-0.33,3,1195
2014-09-01,88.1,88.1,88.1,89.6,-1.67,4,701
2014-09-02,89.9,87.1,87.8,88.1,-0.34,6,612
2014-09-03,87.1,86,86,87.8,-2.05,8,2560
2014-09-04,89.9,83.9,89.9,86,4.53,4,206
2014-09-05,89.9,84,85.9,89.9,-4.45,5,334
2014-09-09,89.9,86,87,85.9,1.28,5,214
2014-09-11,89,87.9,88,87,1.15,4,13952
2014-09-12,86,85,85,88,-3.41,12,4394
2014-09-15,85,85,85,85,0,2,2116
2014-09-16,85,84,84.1,85,-1.06,10,1464
2014-09-17,85,84,84,84.1,-0.12,4,1078
2014-09-18,84,84,84,84,0,3,701
2014-09-19,85,84.9,85,84,1.19,4,15000
2014-09-22,85,85,85,85,0,1,10
2014-09-23,83.8,83.8,83.8,85,-1.41,1,1
2014-09-24,83.8,82.1,82.7,83.8,-1.31,20,3403
2014-09-25,82.1,82.1,82.1,82.7,-0.73,1,1
2014-09-26,86.8,82,82,82.1,-0.12,44,200161
2014-09-29,84,80.5,81,82,-1.22,25,15276
2014-09-30,83,81,83,81,2.47,5,3200
2014-10-01,82.5,82.1,82.4,83,-0.72,9,1520
2014-10-02,82.2,82.1,82.2,82.4,-0.24,6,200
2014-10-03,82.2,82,82,82.2,-0.24,11,607
