horizon,mse,rmse,mae,mape,coverage
17 days 00:00:00.000000000,36.33084554454205,6.027507407257336,4.5654506067287866,0.05756158057501232,0.39436619718309857
18 days 00:00:00.000000000,36.428620259751554,6.035612666478156,4.581356564164815,0.05763113335716286,0.39436619718309857
18 days 00:00:00.000000000,36.37928893237504,6.031524594360454,4.571707444271601,0.05744001266936585,0.39436619718309857
18 days 00:00:00.000000000,35.325834902343296,5.943554063213634,4.477197432213715,0.056369980953280836,0.4084507042253521
18 days 00:00:00.000000000,35.83916722940828,5.986582266152222,4.504754563895398,0.056531204274566905,0.4084507042253521
18 days 00:00:00.000000000,35.93684548730488,5.994734813759894,4.528626081944401,0.05687079902134654,0.39436619718309857
18 days 00:00:00.000000000,40.28628353553058,6.347147669270865,4.7257317085252994,0.05897619401364042,0.39436619718309857
19 days 00:00:00.000000000,40.59182020196464,6.371171022815558,4.785356513306953,0.059627514094015885,0.38028169014084506
19 days 00:00:00.000000000,41.05525897948063,6.407437785845495,4.837680648322822,0.06007037848700811,0.36619718309859156
19 days 00:00:00.000000000,41.34284810891886,6.429840441948685,4.873347510124564,0.06052228612885861,0.36619718309859156
19 days 00:00:00.000000000,44.53647160953483,6.673565134883665,5.066715003629783,0.06269562048553605,0.352112676056338
19 days 00:00:00.000000000,44.58910199760519,6.6775071694162325,5.093119170892374,0.06307182579363166,0.352112676056338
20 days 00:00:00.000000000,45.03744445943642,6.710994297377731,5.155646786800668,0.06372625245009333,0.3380281690140845
20 days 00:00:00.000000000,44.185001617380195,6.647179974799855,5.049351653648504,0.06257625297334234,0.352112676056338
20 days 00:00:00.000000000,44.3477595199366,6.659411349356383,5.085358113906932,0.06311481806534482,0.3380281690140845
20 days 00:00:00.000000000,44.26162144180051,6.652940811535941,5.072406101007496,0.06316571299013325,0.3380281690140845
20 days 00:00:00.000000000,44.18155167376781,6.646920465431176,5.039596437725626,0.06268257961457778,0.3380281690140845
21 days 00:00:00.000000000,45.27403148868729,6.72859803292538,5.0933832571239135,0.06383104334983461,0.3380281690140845
21 days 00:00:00.000000000,45.42310704475063,6.739666686472754,5.1313229646306775,0.06442154207907763,0.323943661971831
21 days 00:00:00.000000000,45.49030269852382,6.744649931503029,5.148427850337017,0.06471998619486753,0.30985915492957744
21 days 00:00:00.000000000,45.269512832327855,6.728262244616202,5.116624107441978,0.06442650686651387,0.30985915492957744
21 days 00:00:00.000000000,45.43380740660049,6.7404604743741725,5.142505619393896,0.06481797721897208,0.30985915492957744
22 days 00:00:00.000000000,45.562518969422634,6.750001405142271,5.167392674329006,0.06516597833960718,0.29577464788732394
22 days 00:00:00.000000000,46.71835818073566,6.835082894942508,5.229848355719135,0.06634905846647988,0.29577464788732394
22 days 00:00:00.000000000,46.112551748982185,6.790622338856887,5.141367260828811,0.06505457543521981,0.30985915492957744
22 days 00:00:00.000000000,46.46008123136211,6.816163233914084,5.197538038023089,0.06609079427103692,0.29577464788732394
23 days 00:00:00.000000000,50.45560506169121,7.103210898015855,5.34076407049559,0.06740203077018606,0.29577464788732394
23 days 00:00:00.000000000,50.64014431340294,7.116188889665798,5.381638254258504,0.06801242874922929,0.28169014084507044
23 days 00:00:00.000000000,50.779770206788065,7.125992576952917,5.409385564735388,0.0683760657184882,0.2676056338028169
23 days 00:00:00.000000000,54.275029825433506,7.367158870652479,5.6008765347987115,0.0705141974219664,0.2676056338028169
23 days 00:00:00.000000000,53.94503716477948,7.344728529004968,5.537527879629478,0.06962128419201016,0.28169014084507044
24 days 00:00:00.000000000,58.176451092065406,7.627348890149539,5.687677921142098,0.07100502766663595,0.28169014084507044
24 days 00:00:00.000000000,58.04964195727144,7.61903156295283,5.664472480481486,0.07065913593942749,0.29577464788732394
24 days 00:00:00.000000000,58.14330440508212,7.625175696669692,5.671232538207208,0.07052480283650475,0.29577464788732394
24 days 00:00:00.000000000,57.48130605617694,7.581642701695784,5.624161992963674,0.07001676347628157,0.29577464788732394
24 days 00:00:00.000000000,56.244827209735284,7.499655139387096,5.54830766186512,0.06932981755406226,0.29577464788732394
24 days 00:00:00.000000000,58.06240320661069,7.619868975685257,5.654132892999749,0.07104042454403522,0.29577464788732394
26 days 00:00:00.000000000,57.79032380098825,7.601994725135518,5.602773873885135,0.07027842129307656,0.30985915492957744
26 days 00:00:00.000000000,58.15172551851681,7.6257278681131035,5.651757653283022,0.07125296498017016,0.29577464788732394
26 days 00:00:00.000000000,62.031064769197066,7.875980241798291,5.86015326049,0.07359338570505475,0.28169014084507044
27 days 00:00:00.000000000,60.23677088936039,7.761235139419524,5.705799471701182,0.07179453333411089,0.29577464788732394
27 days 00:00:00.000000000,59.675048795661574,7.724962705130787,5.681532828998427,0.07194941300402206,0.29577464788732394
27 days 00:00:00.000000000,58.46209511618958,7.64605094909716,5.563540536695547,0.07073458804074584,0.30985915492957744
27 days 00:00:00.000000000,58.397729338958605,7.641840703584354,5.540834174280495,0.07040651450582841,0.30985915492957744
27 days 00:00:00.000000000,58.91399525569379,7.675545274160904,5.624576429750601,0.07134926527005339,0.29577464788732394
27 days 00:00:00.000000000,58.92508733609265,7.676267799920262,5.626134192590758,0.07147912669084948,0.28169014084507044
28 days 00:00:00.000000000,60.83281099435997,7.799539152691008,5.776350485768468,0.07363074930774001,0.2676056338028169
28 days 00:00:00.000000000,59.66607780858038,7.724382034090519,5.656299489039823,0.07234849955636986,0.28169014084507044
28 days 00:00:00.000000000,60.17606861219631,7.757323546958468,5.704364887696648,0.07347716292775253,0.28169014084507044
28 days 00:00:00.000000000,60.550727979295516,7.781434827799788,5.772646178545282,0.07421907764384984,0.2676056338028169
28 days 00:00:00.000000000,60.4210767507531,7.7730995587830405,5.75134970439629,0.0739037613646301,0.2676056338028169
28 days 00:00:00.000000000,60.86769057034341,7.801774834634964,5.798864298387383,0.07445325596211128,0.2535211267605634
29 days 00:00:00.000000000,61.09993925095921,7.8166450124691735,5.847557835960068,0.07517852016408015,0.23943661971830985
29 days 00:00:00.000000000,60.87356048875098,7.802151016787036,5.810663730481,0.07468698865899595,0.2535211267605634
29 days 00:00:00.000000000,60.847476828939826,7.800479269182108,5.808630643437246,0.07455936838872303,0.2535211267605634
30 days 00:00:00.000000000,63.96664746989637,7.997915195217837,6.010101266426105,0.07678336265930084,0.23943661971830985
30 days 00:00:00.000000000,63.92491592760836,7.995305868295994,5.987094659194818,0.07641954575291932,0.23943661971830985
30 days 00:00:00.000000000,64.04496497547153,8.002809817524813,6.022586510031785,0.07692878981739297,0.22535211267605634
30 days 00:00:00.000000000,64.07695667151417,8.004808346957107,6.025320939210483,0.0770467308532847,0.22535211267605634
30 days 00:00:00.000000000,64.07120979961556,8.004449375167262,6.0229106729786706,0.07699809747154664,0.22535211267605634
30 days 00:00:00.000000000,62.35777457469619,7.896693901544886,5.959861916252129,0.07680555474662483,0.22535211267605634
31 days 00:00:00.000000000,61.1290100833888,7.818504338004091,5.843735009439348,0.07559273936559234,0.23943661971830985
31 days 00:00:00.000000000,61.285743562638665,7.82852116064322,5.857000509748986,0.07585700858064667,0.23943661971830985
31 days 00:00:00.000000000,61.98392960998717,7.872987337090488,5.92425891661493,0.07650106115244876,0.23943661971830985
32 days 00:00:00.000000000,61.99630668798016,7.873773344971276,5.925197006655445,0.07641478213277561,0.23943661971830985
32 days 00:00:00.000000000,65.159644451155,8.072152405099585,6.135667707985746,0.07875368726941084,0.22535211267605634
32 days 00:00:00.000000000,65.3508675689762,8.083988345425555,6.1565657132432365,0.07924761746539644,0.22535211267605634
32 days 00:00:00.000000000,63.362637730272056,7.960065183795423,6.069084181032974,0.0783501613665823,0.22535211267605634
32 days 00:00:00.000000000,63.594454268854044,7.974613110919805,6.091373229264098,0.07864915041532283,0.22535211267605634
33 days 00:00:00.000000000,63.706494786932396,7.981634844249165,6.109938578149659,0.07896585728463279,0.22535211267605634
33 days 00:00:00.000000000,59.4915024538729,7.7130734764990345,5.913093594063881,0.07688556811807311,0.22535211267605634
33 days 00:00:00.000000000,59.330247448615204,7.702613027318405,5.8955660636439955,0.0768189354320762,0.22535211267605634
33 days 00:00:00.000000000,59.245469355790576,7.697107856577727,5.882161698457143,0.07679479096066039,0.22535211267605634
34 days 00:00:00.000000000,59.30712142599344,7.701111700656824,5.893883357113739,0.07690372692466951,0.22535211267605634
34 days 00:00:00.000000000,59.36945017832759,7.705157375312174,5.905698853278632,0.07694975392484135,0.22535211267605634
34 days 00:00:00.000000000,59.724181707796674,7.728142189931334,5.922013718154812,0.07766401345731624,0.22535211267605634
34 days 00:00:00.000000000,59.653126997794416,7.72354368135472,5.906951002716672,0.07739748300053292,0.23943661971830985
34 days 00:00:00.000000000,55.4828198912703,7.4486790702291845,5.728857564748164,0.07591041024550334,0.23943661971830985
35 days 00:00:00.000000000,55.52410805519299,7.451450063926685,5.7331312101029805,0.0763708068966826,0.23943661971830985
35 days 00:00:00.000000000,54.99874297052074,7.4161137377012185,5.665549746157906,0.07563747344244305,0.2535211267605634
35 days 00:00:00.000000000,55.22128121485746,7.431102288009328,5.684217552351051,0.07596368182924071,0.2535211267605634
35 days 00:00:00.000000000,56.95426608702543,7.546805025109992,5.7353728449113905,0.07629710788383552,0.2535211267605634
35 days 00:00:00.000000000,58.71700695161067,7.662702326960813,5.86803776791872,0.07819232106965449,0.23943661971830985
35 days 00:00:00.000000000,58.48408305872675,7.6474886766001005,5.844621838239022,0.07809811406359705,0.23943661971830985
35 days 00:00:00.000000000,58.51716143435283,7.649651066182877,5.863133115007658,0.07832344422744614,0.23943661971830985
35 days 00:00:00.000000000,58.637959140370505,7.657542630659688,5.877988733259715,0.07830611030052251,0.23943661971830985
36 days 00:00:00.000000000,62.052754587581994,7.877357081380912,6.060619866568416,0.08014591594968665,0.23943661971830985
36 days 00:00:00.000000000,63.86044202656781,7.991272866481773,6.219403578055716,0.0823951922057329,0.22535211267605634
36 days 00:00:00.000000000,61.857650243202215,7.864963461021431,6.075320548241763,0.08033528745243716,0.23943661971830985
36 days 00:00:00.000000000,66.63512254953984,8.163033905940845,6.292239425884828,0.08243985141254008,0.23943661971830985
36 days 00:00:00.000000000,66.56730273138969,8.158878766803053,6.274903160212545,0.08214302491274043,0.2535211267605634
36 days 00:00:00.000000000,66.6996817690512,8.166987312898875,6.29625420783211,0.08260739336394043,0.2535211267605634
37 days 00:00:00.000000000,69.19529736298104,8.318371076297392,6.43475344517326,0.08445644807014728,0.2535211267605634
37 days 00:00:00.000000000,69.59603699007002,8.342423927736471,6.475509985808573,0.0850199845399071,0.2535211267605634
37 days 00:00:00.000000000,67.75744378080861,8.231490981639269,6.328256502564361,0.08290823552149577,0.2676056338028169
37 days 00:00:00.000000000,68.44329472549656,8.273046278457322,6.422645655412788,0.08401406944726497,0.2535211267605634
37 days 00:00:00.000000000,73.75102947004032,8.587841956512726,6.633640398666414,0.08565787675701915,0.2535211267605634
38 days 00:00:00.000000000,69.32707577235965,8.326288235003616,6.463303163589172,0.08398763867800824,0.2535211267605634
38 days 00:00:00.000000000,69.56460336186676,8.3405397524301,6.489004881426634,0.08419256227584458,0.2535211267605634
38 days 00:00:00.000000000,73.72145014380807,8.586119620865299,6.686632853473005,0.08671442356064278,0.2535211267605634
38 days 00:00:00.000000000,71.0823194233655,8.431033117202512,6.576948484387523,0.08571602225913709,0.2535211267605634
39 days 00:00:00.000000000,77.79102161762779,8.819921860063602,6.879369723716789,0.08880177817282837,0.23943661971830985
39 days 00:00:00.000000000,72.48385021089928,8.513744781874735,6.614332069513219,0.08602022471948603,0.2535211267605634
40 days 00:00:00.000000000,72.55775092447766,8.518083758949407,6.629444590467038,0.08615830813930882,0.2535211267605634
40 days 00:00:00.000000000,72.80081664004207,8.53233945879101,6.645174873782413,0.08706826238090737,0.2535211267605634
