date,high,low,close,open,trades,shares,turnover,
2014-12-01,32.2,32.2,32.2,32.2,2,52,"1,674.40",
2014-12-03,33,33,33,32.2,1,50,"1,650.00",
2014-12-05,34.9,34.9,34.9,33,2,11,383.9,
2014-12-09,33,31.2,32.7,34.9,3,123,"4,017.60",
2014-12-10,34,34,34,32.7,1,400,"13,600.00",
2014-12-12,33.1,33,33.1,34,2,197,"6,511.00",
2014-12-19,35,35,35,33.1,2,3,105,
2014-12-22,35,35,35,35,1,10,350,
2014-12-26,36,35,36,35,3,55,"1,972.50",
2014-12-29,37.9,35,35,36,3,101,"3,537.90",
2014-12-31,37.5,37.4,37.4,35,2,11,411.5,
2015-01-06,37.5,35.6,36,37.4,4,610,"22,106.00",
2015-01-08,33.5,33.5,33.5,36,1,100,"3,350.00",
2015-01-09,37.9,36.4,36.4,33.5,2,101,"3,677.90",
2015-01-12,37.8,37.8,37.8,36.4,1,10,378,
2015-01-13,35,35,35,37.8,1,25,875,
2015-01-19,35.2,35.2,35.2,35,3,197,"6,934.40",
2015-01-20,36,36,36,35.2,1,1,36,
2015-01-21,37.7,34.5,34.8,36,4,10,353.5,
2015-01-29,37.3,37.1,37.2,34.8,3,33,"1,226.30",
2015-01-30,37,37,37,37.2,2,4,148,
2015-02-05,36.9,33.5,35.4,37,3,16,567.1,
2015-02-11,35.5,33.1,34.3,35.4,4,200,"6,863.00",
2015-02-12,36,35.6,35.6,34.3,2,11,395.2,
2015-02-13,35.6,35.6,35.6,35.6,2,"1,100","39,160.00",
2015-02-18,35.5,35.5,35.5,35.6,1,1,35.5,
2015-02-23,35.6,35,35,35.5,5,128,"4,494.50",
2015-03-03,36.9,36.9,36.9,35,2,10,369,
2015-03-04,35,34.5,35,36.9,5,200,"6,950.00",
2015-03-06,36,36,36,35,1,1,36,
2015-03-09,34.4,34.4,34.4,36,2,100,"3,440.00",
2015-03-13,30.4,30.4,30.4,34.4,1,169,"5,137.60",
2015-03-19,35,31.3,31.8,30.4,5,230,"7,317.10",
2015-03-24,33.9,33.9,33.9,31.8,1,20,678,
2015-03-30,33.8,33.8,33.8,33.9,1,50,"1,690.00",
2015-03-31,31.1,31,31,33.8,3,116,"3,606.00",
2015-04-01,33.9,30,31.1,31,8,305,"9,369.50",
2015-04-02,30.6,30.6,30.6,31.1,1,100,"3,060.00",
2015-04-06,30.7,30.6,30.6,30.6,2,150,"4,595.00",
2015-04-07,33.4,31.2,32.3,30.6,3,6,195.8,
2015-04-08,31.1,31.1,31.1,32.3,1,200,"6,220.00",
2015-04-09,33.3,33.3,33.3,31.1,1,1,33.3,
2015-04-16,33.5,33.5,33.5,33.3,1,100,"3,350.00",
2015-04-22,34,31.3,31.3,33.5,5,126,"3,951.40",
2015-04-24,31.5,31.4,31.4,31.3,3,101,"3,176.20",
2015-04-27,31.7,31.5,31.7,31.4,3,307,"9,681.90",
2015-04-28,33.5,33.5,33.5,31.7,2,10,335,
2015-04-30,33.5,32.6,32.6,33.5,4,300,"9,886.50",
2015-05-06,33.4,33,33,32.6,3,116,"3,838.40",
2015-05-07,33.4,33,33,33,5,301,"9,933.40",
2015-05-08,33.4,33.4,33.4,33,1,4,133.6,
2015-05-11,33.4,33.1,33.4,33.4,4,118,"3,911.20",
2015-05-12,34.4,33.1,34.4,33.4,9,389,"12,966.80",
2015-05-13,34.7,34.4,34.5,34.4,7,132,"4,574.10",
2015-05-14,34.5,34.4,34.4,34.5,3,28,965.7,
2015-05-15,34.4,34.2,34.2,34.4,6,91,"3,122.40",
2015-05-18,33.5,33,33.2,34.2,17,597,"19,849.50",
2015-05-19,33.2,33,33.1,33.2,15,572,"18,962.00",
2015-05-20,33.2,32,32.9,33.1,11,55,"1,823.60",
2015-05-21,33.2,32,33,32.9,10,"1,422","45,916.50",
2015-05-22,33.4,33.4,33.4,33,9,74,"2,471.60",
2015-05-25,33.5,33,33.5,33.4,11,172,"5,712.00",
2015-05-26,33.5,32.3,32.4,33.5,8,88,"2,863.00",
2015-05-27,33,33,33,32.4,5,83,"2,739.00",
2015-05-28,33,31.5,31.5,33,8,197,"6,219.80",
2015-05-29,32.5,32.5,32.5,31.5,2,102,"3,315.00",
2015-06-01,31.6,30.2,31,32.5,5,310,"9,668.20",
2015-06-03,32.5,30.2,31.6,31,4,30,911.4,
2015-06-04,32.5,32.5,32.5,31.6,4,36,"1,170.00",
2015-06-08,31,30.3,30.3,32.5,6,444,"13,694.00",
2015-06-09,29.1,29.1,29.1,30.3,1,14,407.4,
2015-06-10,30,30,30,29.1,2,80,"2,400.00",
2015-06-11,30.2,30.2,30.2,30,1,100,"3,020.00",
2015-06-12,31.9,31.9,31.9,30.2,1,10,319,
2015-06-15,30.2,30,30.1,31.9,6,886,"26,668.60",
2015-06-16,30,28,28.2,30.1,6,900,"25,393.00",
2015-06-17,28.5,28.5,28.2,28.2,1,1,28.5,
2015-06-18,28.4,28.3,28.4,28.2,4,302,"8,567.30",
2015-06-19,31.4,31.3,28.4,28.4,2,3,94.1,
2015-06-23,28.8,28.8,28.8,28.4,3,101,"2,908.80",
2015-06-24,29,29,29,28.8,1,100,"2,900.00",
2015-06-25,31,29.1,30.7,29,4,578,"17,762.20",
2015-06-29,31,31,30.7,30.7,1,2,62,
2015-06-30,32,31,31.9,30.7,6,243,"7,759.90",
2015-07-06,29.1,29.1,31.9,31.9,1,50,"1,455.00",
2015-07-08,31.8,31.8,31.9,31.9,1,10,318,
2015-07-13,31.7,31.7,31.9,31.9,1,1,31.7,
2015-07-14,30.7,30.7,31.9,31.9,1,17,521.9,
