date,high,low,closing,open,trades,shares,turnover
2013-02-26,72.3,72.2,72.2,72.2,8,"1,087","78,565.50"
2013-02-27,75,72,75,72.2,11,"1,564","115,683.00"
2013-02-28,72,70.1,70.1,75,5,700,"49,470.00"
2013-03-01,72,70.1,70.1,70.1,4,380,"26,979.10"
2013-03-04,72.6,70.5,70.5,70.1,8,"1,833","132,312.50"
2013-03-05,70.6,70.6,70.6,70.5,1,209,"14,755.40"
2013-03-06,74.9,72,73,70.6,8,"11,700","859,025.20"
2013-03-07,74.8,71.1,74.8,73,6,"1,239","91,361.00"
2013-03-08,74.5,71.2,74,74.8,10,"56,817","4,076,185.20"
2013-03-11,78,74.8,77,74,33,"132,703","10,217,836.00"
2013-03-12,75,73,73.4,77,7,948,"69,344.20"
2013-03-13,75.6,73.2,73.5,73.4,5,"5,814","426,459.50"
2013-03-14,75.5,75.5,75.5,73.5,6,"8,934","674,517.00"
2013-03-15,74,73.6,73.6,75.5,5,599,"44,090.40"
2013-03-18,77,75.1,76.5,73.6,17,"31,544","2,413,303.50"
2013-03-19,78,73.5,74.3,76.5,9,"1,179","89,466.50"
2013-03-21,80,73.5,76.6,74.3,15,"3,125","238,640.50"
2013-03-22,80,75,75,76.6,6,"4,275","320,753.00"
2013-03-27,77,75,77,75,6,"2,440","187,049.00"
2013-03-28,78,75,76.6,77,5,"1,698","129,150.00"
2013-04-01,79.9,78,78.6,76.6,12,"4,772","377,904.00"
2013-04-02,82,78,79.2,78.6,8,"15,257","1,190,621.50"
2013-04-03,81,76,78.8,79.2,6,"1,162","91,619.50"
2013-04-04,81,77,77.7,78.8,3,570,"44,290.00"
2013-04-05,84.8,74.6,83,77.7,26,"4,591","367,855.40"
2013-04-08,84,78.1,78.8,83,20,"2,463","202,430.30"
2013-04-09,78.6,78.5,78.6,78.8,3,545,"42,783.50"
2013-04-10,84,79.5,83,78.6,20,"3,946","318,181.20"
2013-04-11,83.7,80,82.9,83,14,"1,529","125,723.20"
2013-04-16,84,81,83.3,82.9,5,821,"68,384.00"
2013-04-17,84.9,83,84.5,83.3,9,"2,600","219,540.00"
2013-04-18,85.5,81,82.1,84.5,10,"1,845","154,866.80"
2013-04-19,85.4,84,84,82.1,8,"6,957","584,393.60"
2013-04-22,85,80.2,81.9,84,24,"11,883","994,319.50"
2013-04-23,80.3,80,80,81.9,5,"2,500","200,080.30"
2013-04-24,84,80,82.4,80,4,243,"20,015.00"
2013-04-26,82.9,80,80.4,82.4,13,"15,351","1,235,413.60"
2013-04-29,83,80,81,80.4,3,733,"59,339.00"
2013-04-30,83.9,78,79.5,81,30,"3,697","295,383.40"
2013-05-02,80.5,78.2,79.2,79.5,11,793,"62,518.50"
2013-05-03,80,76.1,80,79.2,4,"6,298","503,811.40"
2013-05-06,83.8,77.2,79,80,13,"5,902","470,274.50"
2013-05-07,82,79,80.7,79,3,"3,142","248,714.00"
2013-05-08,85,78.6,79.1,80.7,25,"5,142","408,658.00"
2013-05-09,79.1,79.1,79.1,79.1,2,210,"16,611.00"
2013-05-10,79.6,79,79.3,79.1,7,"2,600","206,260.00"
2013-05-13,83.7,79,81.2,79.3,10,539,"43,757.20"
2013-05-14,83.6,79,82.3,81.2,5,740,"60,170.00"
2013-05-15,83.4,80.5,81.8,82.3,4,800,"65,170.00"
2013-05-16,84,79.2,83.3,81.8,19,"3,143","261,911.80"
2013-05-17,85,79.5,84.9,83.3,25,"5,228","438,845.50"
2013-05-20,85,80.1,83.9,84.9,32,"32,239","2,714,354.90"
2013-05-21,84.5,80.7,80.8,83.9,15,"1,423","115,779.30"
2013-05-22,84.3,80.7,80.7,80.8,7,533,"43,053.50"
2013-05-23,84.5,83.9,84.3,80.7,7,273,"23,002.40"
2013-05-27,84.7,84.7,84.7,84.3,1,1,84.7
2013-05-28,84.7,80.1,83.5,84.7,14,"1,082","88,958.10"
2013-05-29,84,80.1,82.7,83.5,10,766,"63,316.30"
2013-05-30,84.9,84.9,84.9,82.7,1,1,84.9
2013-05-31,85.5,82,82.1,84.9,12,"15,864","1,320,757.10"
2013-06-03,85,82,84.9,82.1,6,453,"37,735.60"
2013-06-04,82.1,82,82,84.9,2,215,"17,630.10"
2013-06-05,82,81,82,82,6,517,"42,393.00"
2013-06-06,84.8,84.8,84.8,82,3,9,763.2
2013-06-07,85,82.3,82.6,84.8,10,911,"76,408.00"
2013-06-10,84.9,43,82,82.6,12,"3,074","252,554.80"
2013-06-11,82,82,82,82,7,"7,732","634,024.00"
2013-06-12,82,80,82,82,3,501,"40,600.00"
2013-06-13,82.1,81,82,82,12,"7,009","574,256.40"
2013-06-14,83,80,82.8,82,9,"5,805","464,997.70"
2013-06-17,82.9,80,80,82.8,5,682,"54,572.90"
2013-06-18,80,78,80,80,17,"7,111","567,884.00"
2013-06-19,78.2,78,78.1,80,9,"1,074","83,847.20"
2013-06-20,81.9,78,78,78.1,3,"2,123","165,597.90"
2013-06-21,78,78,78,78,1,"3,000","234,000.00"
2013-06-24,83.3,78,83.3,78,6,"7,203","561,839.30"
2013-06-25,76.1,76,76,83.3,4,"1,200","91,220.00"
2013-06-26,77,76.5,76.5,76,3,244,"18,716.00"
2013-06-27,76.3,76,76.3,76.5,10,"1,099","83,778.20"
2013-06-28,80,80,80,76.3,1,200,"16,000.00"
2013-07-01,80.7,76.5,76.5,80,5,505,"38,852.50"
2013-07-02,77.6,76.2,76.4,76.5,13,"15,956","1,220,031.40"
2013-07-03,79.9,76.2,76.3,76.4,7,"3,505","267,395.10"
2013-07-04,75,75,75,76.3,1,146,"10,950.00"
2013-07-05,74,74,74,75,4,992,"73,408.00"
2013-07-09,74,74,74,74,1,50,"3,700.00"
2013-07-10,72,72,72,74,5,"3,918","282,096.00"
2013-07-11,72,72,72,72,1,243,"17,496.00"
2013-07-15,74,74,74,72,2,307,"22,718.00"
2013-07-16,86,80,83.3,74,201,"50,853","4,222,755.30"
2013-07-17,85,83.2,85,83.3,56,"5,983","507,564.20"
2013-07-18,84.9,84.5,84.9,85,16,"1,318","111,531.60"
2013-07-19,84.9,84,84.5,84.9,27,"25,612","2,163,503.20"
2013-07-23,84.5,83.9,84.4,84.5,47,"23,314","1,965,950.10"
2013-07-24,85,84,84.5,84.4,78,"86,082","7,275,464.40"
2013-07-25,75.1,64,75,84.5,63,"17,844","1,293,692.40"
2013-07-26,76,72,75.1,75,16,"5,741","430,615.70"
2013-07-29,75.3,72.6,73.5,75.1,9,"2,813","205,142.50"
2013-07-30,75,72.6,75,73.5,10,"3,043","221,912.20"
2013-07-31,73.6,73,73,75,16,"1,974","144,333.50"
2013-08-01,75,74.9,75,73,5,229,"17,173.10"
2013-08-02,75.2,75,75.2,75,8,"1,711","128,547.10"
2013-08-06,75,73.1,74.1,75.2,5,204,"15,112.60"
2013-08-07,76,73.5,74,74.1,25,"7,356","556,024.00"
2013-08-08,76.5,73.2,74.5,74,16,916,"69,502.50"
2013-08-12,76.4,73.2,74.9,74.5,9,305,"22,698.50"
2013-08-13,76,73,76,74.9,9,"1,706","127,760.40"
2013-08-14,73.2,73,73,76,8,"2,718","198,480.10"
2013-08-16,75.8,73,74.4,73,8,453,"33,633.70"
2013-08-21,73,73,73,74.4,2,"2,752","200,896.00"
2013-08-22,74.3,73,73,73,5,252,"18,397.30"
2013-08-23,73,73,73,73,3,383,"27,959.00"
2013-08-26,73,73,73,73,5,498,"36,354.00"
2013-08-27,73,70,71.3,73,6,747,"53,258.00"
2013-08-28,73,70.2,71.9,71.3,21,"3,196","224,991.20"
2013-08-29,70.6,70,70.5,71.9,24,"3,225","226,934.50"
2013-08-30,70.5,70.1,70.1,70.5,7,"1,300","91,130.40"
2013-09-02,72.7,70.2,72.7,70.1,9,"9,529","669,098.80"
2013-09-03,70.1,70,70,72.7,17,"6,748","472,461.00"
2013-09-05,70,68.1,70,70,3,505,"35,340.50"
2013-09-09,70,68.1,70,70,4,942,"65,666.40"
2013-09-10,72.4,70,72.4,70,12,"1,784","126,388.80"
2013-09-11,74.5,70,73.5,72.4,7,448,"32,265.00"
2013-09-12,76.8,71,71.2,73.5,12,"5,371","382,187.80"
2013-09-13,71.1,70.5,70.6,71.2,7,"2,411","170,118.70"
2013-09-16,70.6,70.5,70.5,70.6,3,156,"10,998.30"
2013-09-17,72.8,70.5,70.8,70.5,3,60,"4,253.00"
2013-09-18,70.5,70.5,70.5,70.8,1,214,"15,087.00"
2013-09-20,70.6,70.6,70.6,70.5,1,9,635.4
2013-09-23,73.7,70.6,73.4,70.6,6,421,"29,768.10"
2013-09-24,73.6,70,70.1,73.4,31,"45,420","3,183,293.00"
2013-09-25,72.8,70,70.2,70.1,3,193,"13,540.20"
2013-09-26,71,69,69.3,70.2,6,"1,000","69,307.00"
2013-09-27,72,69.1,69.5,69.3,11,"3,075","213,831.00"
2013-09-30,70,70,70,69.5,4,"1,037","72,590.00"
2013-10-01,73.5,71.9,72.7,70,11,"19,174","1,393,077.00"
2013-10-02,70.1,70.1,70.1,72.7,1,1,70.1
2013-10-03,74.8,70.2,72.9,70.1,6,"1,060","77,318.40"
2013-10-04,75,70.2,74.8,72.9,6,279,"20,863.70"
2013-10-07,79,75,75.6,74.8,18,"3,492","265,118.10"
2013-10-08,75,75,75,75.6,1,1,75
2013-10-09,74.4,71.3,74.4,75,8,501,"36,078.50"
2013-10-10,77.5,74.5,76,74.4,4,100,"7,598.40"
2013-10-11,76,72,76,76,5,260,"18,821.00"
2013-10-14,76,72,74.6,76,10,682,"50,915.40"
2013-10-15,75,71.5,73.2,74.6,12,"3,975","291,047.10"
2013-10-17,73.3,71.7,72.8,73.2,9,"2,993","217,309.40"
2013-10-21,71.6,71.4,71.4,72.8,7,468,"33,442.70"
2013-10-22,73.5,71,72.4,71.4,3,200,"14,488.80"
2013-10-23,71.5,70,70.5,72.4,28,"42,032","2,948,022.00"
2013-10-24,72.5,72,72,70.5,2,"7,000","506,500.00"
2013-10-25,73,70.5,72.1,72,6,348,"25,081.00"
2013-10-28,71,70.9,71,72.1,8,268,"19,025.00"
2013-10-29,71.2,71.1,71.2,71,5,200,"14,223.00"
2013-10-30,71.2,71,71.2,71.2,10,"1,362","96,817.40"
2013-10-31,71.2,71.1,71.2,71.2,3,"1,400","99,640.00"
2013-11-01,71.2,71.1,71.2,71.2,3,426,"30,311.20"
2013-11-04,71.5,71.2,71.5,71.2,7,501,"35,820.30"
2013-11-05,71.6,71.5,71.6,71.5,10,"1,032","73,888.60"
2013-11-06,73.6,73.6,73.6,71.6,1,10,736
2013-11-07,71.8,71.7,71.7,73.6,5,508,"36,424.60"
2013-11-08,75,73,73,71.7,24,"8,500","621,453.40"
2013-11-11,75.2,74.4,75.1,73,53,"34,202","2,565,925.90"
2013-11-12,75,75,75,75.1,14,"10,220","766,500.00"
2013-11-13,75.8,72,73.1,75,3,362,"26,454.00"
2013-11-14,76.4,75.9,76,73.1,25,"7,761","589,830.40"
2013-11-15,76,76,76,76,10,"2,554","194,104.00"
2013-11-18,76,75,75,76,4,"2,097","157,372.00"
2013-11-19,75.5,73,75.3,75,2,"1,100","82,800.00"
2013-11-20,75.5,74,74,75.3,5,"1,007","75,105.50"
2013-11-21,76,75.5,75.6,74,3,"1,147","86,672.00"
2013-11-22,74,74,74,75.6,1,5,370
2013-11-25,75,74,75,74,5,"2,417","181,158.00"
2013-11-26,75.5,75,75.5,75,2,70,"5,280.00"
2013-11-27,76,75.5,75.6,75.5,5,"5,753","436,226.50"
2013-11-28,75.5,75.5,75.5,75.6,3,"2,000","151,000.00"
2013-11-29,75.5,75.5,75.5,75.5,1,1,75.5
2013-12-02,76,75.6,76,75.5,2,110,"8,320.00"
2013-12-03,76.4,75.6,76.4,76,13,"1,379","105,270.60"
2013-12-04,75.6,75,75.4,76.4,9,"11,730","884,698.00"
2013-12-06,75.1,75.1,75.1,75.4,3,489,"36,723.90"
2013-12-09,75.1,75,75.1,75.1,6,"7,511","563,876.10"
2013-12-10,75.1,75,75.1,75.1,18,"25,500","1,913,850.00"
2013-12-11,76.8,75.6,75.7,75.1,5,708,"53,774.10"
2013-12-12,76.9,75.6,75.6,75.7,5,879,"66,582.30"
2013-12-13,76.9,75.6,76.9,75.6,3,411,"31,074.20"
2013-12-17,76.1,76.1,76.1,76.9,1,100,"7,610.00"
2013-12-19,78.1,76.9,78.1,76.1,3,200,"15,615.20"
2013-12-26,80,78,79.8,78.1,11,177,"14,077.50"
2013-12-27,85.5,82,85.2,79.8,13,"4,229","357,941.50"
2013-12-30,85.1,80.2,81.4,85.2,10,"1,037","86,715.00"
2013-12-31,85.3,84.5,84.7,81.4,17,"2,673","226,853.30"
2014-01-02,85,80.5,85,84.7,2,400,"33,100.00"
2014-01-03,85,85,85,85,1,150,"12,750.00"
2014-01-06,81.6,81.5,81.5,85,2,85,"6,927.70"
2014-01-07,88,81.2,88,81.5,16,"1,356","116,945.10"
2014-01-08,90.7,87.5,89.9,88,16,"2,302","206,646.30"
2014-01-09,95,89.8,92.9,89.9,22,"4,560","415,247.00"
2014-01-10,93.9,81.4,93.5,92.9,20,"6,478","605,009.20"
2014-01-16,96,93.4,95.6,93.5,63,"12,625","1,202,313.30"
2014-01-17,97.8,95,96.1,95.6,14,"1,820","176,747.80"
2014-01-20,96.4,87.5,87.7,96.1,32,"7,300","641,969.00"
2014-01-21,89.9,85.1,86,87.7,17,"8,789","756,640.90"
2014-01-22,89.8,86,87.1,86,14,"23,698","2,039,771.10"
2014-01-27,89.9,85,89.9,87.1,4,118,"10,534.70"
2014-01-29,89,89,89,89.9,1,12,"1,068.00"
2014-01-31,89,89,89,89,2,100,"8,900.00"
2014-02-05,88.6,80.5,82,89,13,"1,587","131,389.40"
2014-02-06,82,82,82,82,3,"3,700","303,400.00"
2014-02-07,84.9,81.4,84.9,82,7,324,"26,436.30"
2014-02-10,83,82,82,84.9,5,"2,410","197,621.00"
2014-02-11,81.7,81.7,81.7,82,1,100,"8,170.00"
2014-02-12,83,83,83,81.7,1,1,83
2014-02-13,85,84.8,85,83,13,"27,675","2,352,371.20"
2014-02-17,85,85,85,85,4,62,"5,270.00"
2014-02-18,85,84.9,84.9,85,2,148,"12,579.00"
2014-02-19,81,80,80.2,84.9,7,"1,019","81,680.60"
2014-02-20,80.2,80,80.1,80.2,4,999,"79,980.00"
2014-02-24,78,78,78,80.1,1,152,"11,856.00"
2014-02-25,83,83,83,78,2,12,996
2014-02-26,85,85,85,83,1,1,85
2014-03-03,83.9,83.9,83.9,85,3,4,335.6
2014-03-04,80,80,80,83.9,1,100,"8,000.00"
2014-03-05,80,80,80,80,2,327,"26,160.00"
2014-03-06,84.9,83.8,84.9,80,5,307,"25,782.20"
2014-03-07,84,84,84,84.9,3,3,252
2014-03-11,84,84,84,84,6,58,"4,872.00"
2014-03-12,83.1,81,82,84,4,"1,029","84,383.50"
2014-03-13,84,83,83.6,82,5,7,585.8
2014-03-18,78,77.3,78,83.6,5,"2,900","225,920.00"
2014-03-19,78.1,78.1,78.1,78,1,6,468.6
2014-03-20,78.6,78,78,78.1,7,"3,421","266,916.10"
2014-03-21,83.4,78.2,83.4,78,7,242,"20,177.50"
2014-03-24,83.4,78.6,83.3,83.4,2,102,"8,497.20"
2014-03-25,82,78.7,82,83.3,2,101,"8,278.70"
2014-03-26,83.4,83.3,83.4,82,2,353,"29,439.90"
2014-03-27,84.8,84.8,84.8,83.4,1,50,"4,240.00"
2014-03-28,84.9,80,83.8,84.8,4,307,"25,718.80"
2014-04-02,81,80,80.2,83.8,8,"1,314","105,320.20"
2014-04-03,82,80,82,80.2,3,"1,393","112,036.00"
2014-04-04,81,81,81,82,1,80,"6,480.00"
2014-04-07,80.2,80.2,80.2,81,1,132,"10,586.40"
2014-04-08,80.2,80.2,80.2,80.2,9,"4,969","398,513.80"
2014-04-09,82.6,80.1,80.2,80.2,3,307,"24,628.20"
2014-04-10,80.2,80.2,80.2,80.2,3,300,"24,060.00"
2014-04-11,79,78.6,78.8,80.2,2,192,"15,131.20"
2014-04-16,79.6,79.6,79.6,78.8,1,1,79.6
2014-04-21,79.1,79,79.1,79.6,4,"1,258","99,482.00"
2014-04-22,79.1,79,79,79.1,6,"2,400","189,712.00"
2014-04-23,81.9,78.5,78.5,79,8,"1,367","107,731.00"
2014-04-24,77.5,77.4,77.5,78.5,2,150,"11,620.00"
2014-04-28,81.4,76.2,81.4,77.5,8,"1,872","144,462.40"
2014-04-29,85,78.6,81.3,81.4,17,"4,832","401,689.40"
2014-04-30,84,78,83.8,81.3,6,"4,100","336,282.00"
2014-05-02,85,78.4,83.3,83.8,13,"2,794","233,010.20"
2014-05-05,85,84,84.8,83.3,4,200,"16,957.00"
2014-05-06,80,80,80,84.8,6,"1,001","80,080.00"
2014-05-07,81,80,80,80,11,"13,100","1,049,100.00"
2014-05-08,81,81,81,80,1,100,"8,100.00"
2014-05-09,84,83.4,83.9,81,5,500,"41,948.20"
2014-05-12,84,81.4,82,83.9,15,"1,308","109,696.70"
2014-05-13,81.5,81.3,81.4,82,3,292,"23,769.60"
2014-05-19,81.3,81,81.1,81.4,5,680,"55,152.00"
2014-05-20,81,80,80,81.1,8,"4,290","343,297.50"
2014-05-21,80.5,80.2,80.2,80,3,173,"13,886.30"
2014-05-22,80.1,80.1,80.1,80.2,2,415,"33,241.50"
2014-05-23,83,81,82.9,80.1,9,"3,274","270,994.00"
2014-05-26,84.1,80.1,81.7,82.9,10,"2,263","182,091.30"
2014-05-27,83.9,80.2,82,81.7,3,190,"15,571.00"
2014-05-28,84,84,84,82,1,134,"11,256.00"
2014-05-30,83.6,80.5,83,84,3,919,"76,260.50"
2014-06-02,88,83.7,85.2,83,20,"8,827","749,363.90"
2014-06-04,84,84,84,85.2,2,103,"8,652.00"
2014-06-05,86.7,81.1,84.2,84,10,"1,209","101,760.10"
2014-06-06,84.2,84.2,84.2,84.2,2,2,168.4
2014-06-09,88,84.2,87.2,84.2,5,534,"46,542.80"
2014-06-10,85,84.2,84.2,87.2,3,"3,500","294,740.00"
2014-06-11,84.2,84.2,84.2,84.2,8,"5,906","497,285.20"
2014-06-13,87.5,86.9,87.4,84.2,10,"3,059","267,329.80"
2014-06-16,87.5,85,87.5,87.4,6,"1,202","104,914.50"
2014-06-18,87.4,87.3,87.4,87.5,4,505,"44,130.20"
2014-06-19,87.9,85,87.9,87.4,3,226,"19,836.40"
2014-06-20,87.9,84.2,87.9,87.9,4,160,"13,486.50"
2014-06-24,87.7,87.7,87.7,87.9,1,2,175.4
2014-06-26,87.7,87.7,87.7,87.7,2,100,"8,770.00"
2014-06-27,90,87.7,88.9,87.7,14,"3,889","342,007.60"
2014-06-30,90,87,89.9,88.9,12,353,"31,590.10"
2014-07-01,90,87,89.4,89.9,11,"1,218","108,873.50"
2014-07-02,99,85.2,90,89.4,28,"4,089","370,788.50"
2014-07-03,94.9,90,94.6,90,7,"1,138","107,659.20"
2014-07-07,94.9,90.1,93.5,94.6,4,202,"18,885.00"
2014-07-08,94.8,90.1,94.8,93.5,9,204,"18,884.50"
2014-07-09,95,90.1,92.9,94.8,4,350,"32,504.70"
2014-07-10,95,94.8,95,92.9,9,"1,000","94,997.60"
2014-07-11,91.1,90,90,95,11,"8,055","725,200.00"
2014-07-14,95,90,90,90,11,"2,532","228,254.80"
2014-07-15,94.6,90,90.3,90,12,"3,381","305,270.00"
2014-07-16,90.1,90,90.1,90.3,8,"5,300","477,030.00"
2014-07-17,94.5,90.3,92.3,90.1,3,137,"12,640.50"
2014-07-18,92.5,90.6,90.6,92.3,3,320,"28,993.90"
2014-07-21,94.3,94.3,94.3,90.6,1,1,94.3
2014-07-22,93.9,90.6,93.8,94.3,5,737,"67,622.70"
2014-07-23,94,93.9,93.9,93.8,2,500,"46,970.30"
2014-07-25,91,91,91,93.9,1,286,"26,026.00"
2014-07-28,91.1,90.6,91.1,91,4,"1,194","108,601.40"
2014-07-30,92,92,92,91.1,3,45,"4,140.00"
2014-07-31,94,92,94,92,5,"3,000","279,249.00"
2014-08-01,94,91.1,92.8,94,6,887,"82,321.10"
2014-08-05,94,91.1,93.7,92.8,10,"1,008","93,431.80"
2014-08-06,92.5,91.1,92.5,93.7,4,"8,300","767,330.00"
2014-08-07,94,92,94,92.5,6,302,"28,179.00"
2014-08-08,100,92,99.2,94,9,"1,508","140,643.90"
2014-08-11,98.4,93.1,93.1,99.2,3,318,"29,621.10"
2014-08-12,98.4,93.1,93.1,93.1,2,101,"9,933.10"
2014-08-13,98.4,93.2,98,93.1,10,167,"16,369.60"
2014-08-14,98.4,91,91,98,43,"24,143","2,248,164.90"
2014-08-15,92,91,92,91,10,"5,354","491,184.50"
2014-08-18,94,90.5,90.5,92,8,651,"59,854.00"
2014-08-19,90.5,90,90.1,90.5,10,"10,632","957,966.50"
2014-08-20,90,90,90,90.1,12,"5,269","474,210.00"
2014-08-21,90,89.9,90,90,2,205,"18,430.00"
2014-08-22,89.9,89.9,89.9,90,1,20,"1,798.00"
2014-08-25,90,89.8,89.9,89.9,5,"1,190","106,998.00"
2014-08-26,89.9,89.8,89.8,89.9,4,"1,390","124,872.00"
2014-08-27,90,89.7,89.7,89.8,8,"1,006","90,536.10"
2014-08-28,90,89.6,89.9,89.7,5,"1,255","112,878.00"
2014-08-29,90,89.5,89.6,89.9,3,"1,195","107,142.00"
2014-09-01,88.1,88.1,88.1,89.6,4,701,"61,758.10"
2014-09-02,89.9,87.1,87.8,88.1,6,612,"53,712.00"
2014-09-03,87.1,86,86,87.8,8,"2,560","221,666.00"
2014-09-04,89.9,83.9,89.9,86,4,206,"18,487.50"
2014-09-05,89.9,84,85.9,89.9,5,334,"28,699.60"
2014-09-09,89.9,86,87,85.9,5,214,"18,933.00"
2014-09-11,89,87.9,88,87,4,"13,952","1,227,785.00"
2014-09-12,86,85,85,88,12,"4,394","373,690.00"
2014-09-15,85,85,85,85,2,"2,116","179,860.00"
2014-09-16,85,84,84.1,85,10,"1,464","123,162.90"
2014-09-17,85,84,84,84.1,4,"1,078","90,759.80"
2014-09-18,84,84,84,84,3,701,"58,884.00"
2014-09-19,85,84.9,85,84,4,"15,000","1,274,950.00"
2014-09-22,85,85,85,85,1,10,850
2014-09-23,83.8,83.8,83.8,85,1,1,83.8
2014-09-24,83.8,82.1,82.7,83.8,20,"3,403","281,374.00"
2014-09-25,82.1,82.1,82.1,82.7,1,1,82.1
2014-09-26,86.8,82,82,82.1,44,"200,161","16,448,705.10"
2014-09-29,84,80.5,81,82,25,"15,276","1,239,155.60"
2014-09-30,83,81,83,81,5,"3,200","263,890.00"
2014-10-01,82.5,82.1,82.4,83,9,"1,520","125,124.00"
2014-10-02,82.2,82.1,82.2,82.4,6,200,"16,430.00"
2014-10-03,82.2,82,82,82.2,11,607,"49,808.30"
2014-10-07,82.2,82.2,82.2,82,3,"2,583","212,322.60"
2014-10-09,87,82.2,85.5,82.2,17,"1,616","137,139.90"
2014-10-10,87.5,87.5,87.5,85.5,1,10,875
2014-10-13,84,80.5,83.4,87.5,22,"21,985","1,802,928.50"
2014-10-14,82,80.3,80.6,83.4,11,"2,075","167,935.70"
2014-10-15,84,82,82.3,80.6,11,"9,514","786,344.00"
2014-10-16,83,82,82,82.3,7,"63,921","5,241,542.00"
2014-10-17,85,81.1,83.1,82,29,"21,516","1,791,239.40"
