date	impact
2013-03-22	-0.7937
2013-06-03	1.4943
2013-08-08	0.0672
2013-10-22	-0.069
2014-01-02	1.1002
2014-03-26	0.4517
2014-06-16	1.9516
2014-08-26	-0.1112
2014-10-31	1.6088
2015-02-23	-5.0727
2015-06-04	0.6623
2015-08-18	-0.6035
2015-11-11	-2.3955
2016-06-13	-0.8187
2016-09-23	0.2065
2017-01-25	-0.1944
2017-04-19	-0.6643
2017-07-04	3.1221
2018-01-03	1.2021
2018-04-17	-0.1117
2018-07-03	0.4329
2018-09-25	0.304
2018-12-31	4.9342
