date,colombo_stock_exchange,dhammika_perera,singer_sri_lanka,hayleys,jedb,kelani_valley,exports,tea_board,ceylon_tea,ceylon_tea,russia,sri_lankan_tea,green_tea,turkey,china_tea,tea_exports,hayleys,tea_export,lucille,company_act,indian_tea,kalu_ganga,glyphosate,leopard,urea,dengue,water_supply,fertilizer_,glyphosate_,bus_strike,fruit_fly,paddy,drought,estate,rubber,kidney_disease,floods,maize,fertilizer,protest,flooding,landslides,political_crisis,heavy_rain,curry_leaves,max_value,kw_max,daily_news_vector_sum,high,low,close,open,trades,shares,turnover,high_1,low_1,close_1,open_1,trades_1,shares_1,turnover_1,impact,isImpacted
2017-02-17,0.18,0.15,0,0.16,0,0,0.21,0,0.24,0.24,0.22,0.33,-0.66,0.15,0,0,-0.16,0,0,0,0,0,0,0,0,-0.17,-0.2,-0.23,0,0,-0.78,0.14,0,-0.31,-0.38,0,0,0,0.23,-0.17,0,-0.31,0,0,0,-0.78,fruit fly,-1.9,76,72.8,75.9,72.8,10,1946,147787.2,4.11,4.45,4.26,3.12,66.67,-32.57,-29.67,4.943,1
2017-02-20,0.2,0,0,0.35,0,0,0.34,0,0.26,0.26,0.48,0,-0.24,0.25,0,0,-0.35,0,0,0,0,0,0,-0.33,0.32,-0.07,-0.22,0,0,0,0,0.45,0.32,-0.11,-0.55,0,0,0.46,0,-0.53,0,0,0,0,-0.43,-0.55,rubber,0.31,75,75,75,75.9,1,500,37500,-1.32,3.02,-1.19,4.26,-90,-74.31,-74.63,1.9368,0
2017-02-23,0,0,0,0.17,0,0,0.45,0,0.26,0.26,0.35,0,-0.47,0.42,0,0,-0.17,0,0,-0.88,0,0,0,-0.97,0.47,-0.25,-0.44,-1,0,0,0,0.15,0.64,-0.11,-0.27,-0.3,0,0.46,1,-0.18,0,0,0,0,-0.84,-1,fertilizer ,-2.25,58.5,58.5,75,75,1,5,292.5,-22,-22,0,-1.19,0,-99,-99.22,0.4352,0
2017-02-27,0.2,0,0,0.26,0,0,0.22,0.41,0.25,0.25,0.11,0,-0.47,0.16,0,0,-0.26,0,0,0,0,-0.38,-0.43,-0.32,0,-0.32,-0.54,-0.49,-0.43,0,0,0,0.32,0,-0.13,0,0,0,0.49,-0.17,0,0,0,0,-0.41,-0.54,water supply,-2.22,60.1,60,75,75,3,12,720.6,2.74,2.56,0,0,200,140,146.36,-0.2991,0
2017-02-28,0.38,0,0,0.17,0,0,0.22,0,0.37,0.37,0.23,0.33,-0.34,0.32,0,0,-0.17,0,-0.86,-0.42,0,-0.37,0,-0.47,0.3,-0.03,-0.21,-0.24,0,0,0,0.14,0,-0.11,-0.52,0,0,0,0.24,-0.34,0,0,0,0,-0.4,-0.86,Lucille,-2.27,58.7,58.7,75,75,2,23,1350.1,-2.33,-2.17,0,0,-33.33,91.67,87.36,0,0
2017-03-01,0.57,0.61,0,0.41,0,0,0.21,0,0.48,0.48,0.11,0,-0.22,0.16,0,0,-0.41,0,0,0,0,0,0,0,0,-0.07,-0.21,0,0,0,0,0.14,0,-0.32,-0.64,0,0,0,0,-0.17,0,0,0,0,0,-0.64,rubber,0.49,75,69.9,74.9,75,5,919,68858.8,27.77,19.08,-0.13,0,150,3895.65,5000.27,-0.1,0
2017-03-06,0,0,0,0.42,0,0,0.33,0.4,0.25,0.25,0.23,0.33,-0.23,0.32,0,0,-0.42,0,0,0,0,0,0,-0.31,0,-0.21,-0.42,-0.24,0,0,0,0.43,0.31,-0.55,-0.13,0,0,0.44,0.24,-0.17,0,0,0,0,-0.4,-0.55,estate,0.32,74.9,59.7,74.7,74.9,3,102,7624.6,-0.13,-14.59,-0.27,-0.13,-40,-88.9,-88.93,-0.267,0
2017-03-21,0.2,0,0,0.34,0,0.45,0.22,0.81,0.63,0.63,0.23,0.34,-0.7,0.66,0,0,-0.34,0,0,0,0,0,-0.43,0,0.31,-0.21,-0.22,-0.24,-0.43,0,0,0.29,0.31,-0.55,-0.93,-0.29,0,0,0.24,0,0,0,0,0,-0.41,-0.93,rubber,-0.02,57.8,57.8,74.7,74.7,1,1,57.8,-22.83,-3.18,0,-0.27,-66.67,-99.02,-99.24,-0.1671,0
2017-03-24,0.2,0.16,0,0.34,0,0,0.56,0,0.51,0.51,0.64,0,0,0,0,0,-0.34,0,0,0,0,0,0,-0.32,0,-0.14,-0.22,-0.25,0,0,0,0.15,0,-0.34,-0.67,0,-0.05,0,0.25,-0.17,0,0,0,0,0,-0.67,rubber,0.15,74.9,57.6,72.9,74.7,17,2144,148715.6,29.58,-0.35,-2.41,0,1600,214300,257193.43,-1.8843,0
2017-03-27,0.18,0.3,0,0.24,0,0,0.31,0,0.47,0.47,0.38,0,-0.32,0.46,0,-0.8,-0.24,0,0,0,0,0,0,-0.59,0,-0.13,-0.3,0,0,0,0,0.41,0,0,-0.25,0,0,0,0,-0.32,-0.14,0,0,0,-0.38,-0.8,tea exports,-1.05,76,57,76,72.9,13,529,35681.8,1.47,-1.04,4.25,-2.41,-23.53,-75.33,-76.01,1.9108,0
2017-03-28,0,0,0,0.37,0,0,0,0,0.44,0.44,0.3,0,-0.3,0.14,0,-0.74,-0.37,0,0,0,0,0,0,-0.27,0.27,-0.15,-0.37,0,0,0,0,0,0.27,-0.67,-0.23,0,0,0.78,0,0,0,0,0,0,-0.36,0.78,maize,0.33,77,76,76.7,76,2,301,23077,1.32,33.33,0.92,4.25,-84.62,-43.1,-35.33,2.1645,0
2017-03-29,0.4,0.16,0,0.26,0,0,0,0,0,0,0.18,0,0,0.25,0,0,-0.26,0,0,-0.44,0,0,0,-0.65,0.32,-0.26,-0.67,0,0,0,0,0.3,0,-0.11,-0.27,0,0,0,0,0,0,0,0,-0.44,0,-0.67,water supply,-1.9,82,77,82,76.7,10,1251,100077.6,6.49,1.32,6.91,0.92,400,315.61,333.67,6.632,1
2017-04-05,0.2,0,0,0.35,0,0,0.23,0.41,0,0,0.47,0.35,-0.35,0.5,0,0,-0.35,0.73,0,0,0,0,0,0,0.47,-0.07,-0.33,0,0,0,0,0,0,-0.45,-0.14,0,-0.05,0,0,0,-0.15,0,0,0,-0.84,-0.84,curry leaves,0.14,82,77,82,82,6,1000,81396,0,0,0,6.91,-40,-20.06,-18.67,3.568,0
