date	colombo_stock_exchange	dhammika_perera	singer_sri_lanka	hayleys	jedb	kelani_valley	exports	tea_board	ceylon_tea	ceylon_tea	russia	sri_lankan_tea	green_tea	turkey	china_tea	tea_exports	hayleys	tea_export	lucille	company_act	indian_tea	max_value	kw_max	daily_news_vector_sum	high	low	close	open	trades	shares	turnover	high_1	low_1	close_1	open_1	trades_1	shares_1	turnover_1	impact	isImpacted
2017-08-10	0.19	0.25	0.0	0.32	-0.0	0.86	0.0	0.0	0.2	0.25	0.39	0.33	-0.0	0.13	0.0	-0.5	-0.32	0.0	-0.0	-0.0	0.0	0.86	kelani valley	2.96	90.0	88.9	89.9	89.0	6.0	300.0	26972.6	1.12	-0.11	1.01	3.49	500.0	-70.0	-69.69	2.4793	
2017-08-14	0.36	0.0	0.0	0.32	-0.0	0.0	0.18	0.0	0.0	0.49	0.51	0.0	-0.0	0.0	0.0	-0.0	-0.32	0.0	-0.0	-0.45	0.0	0.51	russia	1.6	89.9	89.8	89.9	89.9	2.0	34.0	3055.9	-0.11	1.01	0.0	1.01	-66.67	-88.67	-88.67	1.3529	
2017-09-06	0.28	0.0	0.0	0.32	-0.0	0.0	0.0	0.0	0.0	0.51	0.46	0.0	-0.27	0.92	0.89	-0.0	-0.32	0.0	-0.0	-0.0	0.0	0.92	turkey	3.71	90.0	80.0	80.2	89.9	2.0	1734.0	139060.0	0.11	-10.91	-10.79	0.0	0.0	5000.0	4450.54	-8.0802	1.0
2017-09-07	0.28	0.0	0.0	0.0	-0.0	0.0	0.18	0.29	0.0	0.0	0.38	0.0	-0.27	0.52	0.0	-0.0	-0.0	0.0	-0.0	-0.46	0.0	0.52	turkey	1.44	85.0	80.1	84.7	80.2	6.0	517.0	43865.2	-5.56	0.12	5.61	-10.79	200.0	-70.18	-68.46	-1.7116	
2017-09-08	0.38	0.0	0.0	0.0	-0.0	0.0	0.37	0.58	0.21	0.26	0.39	0.67	-0.0	0.53	0.9	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.9	china tea	5.19	86.0	86.0	86.0	84.7	2.0	400.0	34400.0	1.18	7.37	1.53	5.61	-66.67	-22.63	-21.58	0.939	
2017-09-14	0.57	0.26	0.0	0.66	-0.0	0.0	0.56	0.0	0.0	0.0	0.4	0.0	-0.27	0.0	0.0	-0.0	-0.66	0.55	-0.0	-0.48	0.0	-0.66	hayleys	0.9300000000000004	80.2	80.2	86.0	86.0	1.0	8.0	641.6	-6.74	-6.74	0.0	1.53	-50.0	-98.0	-98.13	2.1075	
2017-09-15	0.19	1.0	0.0	0.16	-0.0	0.0	0.0	0.0	0.2	0.25	0.39	0.0	-0.0	0.0	0.0	-0.0	-0.16	0.0	-0.0	-0.47	0.0	1.0	dhammika perera	2.5600000000000005	86.0	85.9	86.0	86.0	7.0	2728.0	234607.2	7.23	7.11	0.0	0.0	600.0	34000.0	36465.96	0.3793	
2017-09-19	0.47	0.25	0.0	0.32	-0.98	0.0	0.55	0.29	0.0	0.26	0.58	0.0	-0.26	0.39	0.0	-0.0	-0.32	0.0	-0.0	-0.0	0.0	-0.98	JEDB	0.5700000000000001	86.0	84.0	85.9	86.0	6.0	1000.0	85370.0	0.0	-2.21	-0.12	0.0	-14.29	-63.34	-63.61	-0.0872	
2017-09-25	0.56	0.25	0.0	0.64	-0.0	0.0	0.37	0.28	0.0	0.25	0.58	0.0	-0.53	0.52	0.0	-0.0	-0.64	0.0	-0.0	-0.46	0.0	-0.64	hayleys	1.1800000000000002	85.9	80.0	85.9	85.9	5.0	5200.0	417383.0	-0.12	-4.76	0.0	-0.12	-16.67	420.0	388.91	-0.0582	
2017-09-27	0.62	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.57	0.71	0.18	0.31	-0.0	0.25	0.0	-0.48	-0.0	0.0	-0.0	-0.0	0.0	0.71	ceylon tea	2.87	89.0	86.0	89.0	85.9	14.0	2503.0	220595.0	3.61	7.5	3.61	0.0	180.0	-51.87	-47.15	2.6528	
2017-09-28	0.69	0.0	0.0	0.0	-0.0	0.48	0.48	0.0	0.3	0.24	0.51	0.0	-0.0	0.48	0.0	-0.0	-0.0	0.0	-0.0	-0.33	0.0	0.69	colombo stock exchange	3.54	90.0	81.0	89.0	89.0	2.0	566.0	50346.0	1.12	-5.81	0.0	3.61	-85.71	-77.39	-77.18	1.7724	
2017-10-06	0.35	0.0	0.0	0.65	-0.0	0.0	0.25	0.0	0.3	0.25	0.26	0.34	-0.0	0.48	0.87	-0.0	-0.49	0.0	-0.0	-0.0	0.0	0.87	china tea	4.13	90.0	87.0	88.0	89.0	14.0	5025.0	445358.4	0.0	7.41	-1.12	0.0	600.0	787.81	784.6	0.0284	
2017-10-09	0.23	0.0	0.0	0.86	-0.0	0.0	0.24	0.0	0.0	0.0	0.32	0.0	-0.18	0.47	0.84	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.86	hayleys	3.64	88.0	87.9	88.0	88.0	4.0	1729.0	152150.0	-2.22	1.03	0.0	-1.12	-71.43	-65.59	-65.84	-0.565	
2017-10-13	0.33	0.07	0.0	0.21	-0.0	0.0	0.23	0.0	0.29	0.23	0.31	0.33	-0.18	0.3	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.33	colombo stock exchange	2.45	83.8	83.8	88.0	88.0	1.0	20.0	1676.0	-4.77	-4.66	0.0	0.0	-75.0	-98.84	-98.9	-0.2833	
2017-10-17	0.47	0.15	0.0	0.56	-0.0	0.0	0.0	0.0	0.31	0.25	0.4	0.34	-0.0	0.66	0.0	-0.0	-0.67	0.0	-0.0	-0.0	0.0	-0.67	Hayleys	1.8000000000000007	88.0	83.0	88.0	88.0	3.0	658.0	57113.9	5.01	-0.95	0.0	0.0	200.0	3190.0	3307.75	0.0	
2017-10-19	0.46	0.15	0.0	0.65	-0.0	0.0	0.74	0.0	0.75	0.98	0.59	0.33	-0.18	0.32	0.0	-0.0	-0.49	0.0	-0.0	-1.0	0.0	-1.0	company act	2.3	99.0	89.9	89.9	88.0	8.0	821.0	74354.9	12.5	8.31	2.16	0.0	166.67	24.77	30.19	1.6106	
2017-10-20	0.23	0.0	0.0	0.21	-0.0	0.0	0.24	0.32	0.3	0.24	0.32	0.0	-0.18	0.16	0.0	-0.0	-0.16	0.0	-0.0	-0.0	0.0	0.32	tea board	2.0	90.0	90.0	90.0	89.9	1.0	500.0	45000.0	-9.09	0.11	0.11	2.16	-87.5	-39.1	-39.48	1.152	
2017-10-25	0.24	0.07	0.0	0.0	-0.0	0.0	0.5	0.0	0.31	0.0	0.27	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.34	0.0	0.5	exports	1.55	90.0	90.0	90.0	90.0	5.0	2838.0	255420.0	0.0	0.0	0.0	0.11	400.0	467.6	467.6	0.5868	
2017-10-26	0.45	0.14	0.0	0.53	-0.0	0.0	0.0	0.0	0.3	0.24	0.58	0.0	-0.18	0.16	0.0	-0.89	-0.64	0.86	-0.0	-0.0	0.0	-0.89	tea exports	0.6599999999999996	87.0	85.0	87.0	90.0	3.0	900.0	77500.0	-3.33	-5.56	-3.33	0.0	-40.0	-68.29	-69.66	-2.4937	
2017-10-27	0.7	0.14	0.0	0.44	-0.0	0.0	0.24	0.32	0.0	0.0	0.39	0.33	-0.0	0.32	0.0	-0.89	-0.16	0.86	-0.0	-0.0	0.0	-0.89	tea exports	1.7999999999999998	81.2	81.2	87.0	87.0	1.0	36.0	2923.2	-6.67	-4.47	0.0	-3.33	-66.67	-96.0	-96.23	-1.6949	
2017-10-31	0.81	0.07	0.0	0.33	-0.0	0.0	0.25	0.0	0.45	0.25	0.39	0.0	-0.19	0.32	0.0	-0.0	-0.16	0.0	-0.0	-0.0	0.0	0.81	colombo stock exchange	3.33	87.0	85.0	85.2	87.0	7.0	1100.0	93696.4	7.14	4.68	-2.07	0.0	600.0	2955.56	3105.27	-2.4055	
2017-11-07	0.23	0.0	0.0	0.33	-0.0	0.0	0.0	0.0	0.31	0.25	0.33	0.0	-0.19	0.82	0.0	-0.0	-0.33	0.89	-0.96	-0.33	0.0	-0.96	Lucille	0.3900000000000001	84.0	81.2	84.0	85.2	6.0	501.0	41521.3	-3.45	-4.47	-1.41	-2.07	-14.29	-54.45	-55.69	-2.0979	
2017-11-08	0.36	0.0	0.0	0.56	-0.0	0.0	0.5	0.67	0.31	0.25	0.2	0.0	-0.0	0.16	0.89	-0.0	-0.5	0.0	-0.0	-0.34	0.0	0.89	china tea	3.9500000000000006	85.0	85.0	84.0	84.0	1.0	10.0	850.0	1.19	4.68	0.0	-1.41	-83.33	-98.0	-97.95	-1.2346	1.0
2017-11-13	0.69	0.07	0.0	0.22	-0.0	0.0	0.49	0.0	0.3	0.25	0.32	0.0	-0.0	0.16	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.69	colombo stock exchange	3.19	84.0	82.6	84.0	84.0	3.0	56.0	4629.8	-1.18	-2.82	0.0	0.0	200.0	460.0	444.68	-0.3559	
2017-11-14	0.91	0.0	0.0	0.32	-0.0	0.0	0.24	0.97	0.3	0.24	0.32	0.0	-0.37	0.47	0.85	-0.0	-0.32	0.0	-0.0	-0.0	0.0	0.97	tea board	4.9	82.5	82.5	84.0	84.0	1.0	20.0	1650.0	-1.79	-0.12	0.0	0.0	-66.67	-64.29	-64.36	0.0	
2017-11-16	0.58	0.0	0.0	0.33	-0.0	0.0	0.37	0.0	0.0	0.0	0.59	0.0	-0.19	0.16	0.0	-0.0	-0.33	0.0	-0.0	-0.0	0.0	0.59	russia	2.1	94.0	88.0	84.0	84.0	3.0	10.0	907.0	13.94	6.67	0.0	0.0	200.0	-50.0	-45.03	0.0	
2017-11-17	0.47	0.0	0.0	0.44	-0.0	0.0	0.0	0.0	0.3	0.0	0.46	0.34	-0.19	0.32	0.0	-0.0	-0.33	0.0	-0.0	-0.33	0.0	0.47	colombo stock exchange	1.9499999999999995	85.0	80.0	85.0	84.0	4.0	2783.0	228140.0	-9.57	-9.09	1.19	0.0	33.33	27730.0	25053.25	0.8902	
2017-11-21	0.6	0.0	0.0	0.46	-0.0	0.0	0.26	0.0	0.47	0.26	0.41	0.35	-0.58	0.84	0.0	-0.0	-0.34	0.0	-0.0	-0.0	0.0	0.84	turkey	3.57	85.0	85.0	85.0	85.0	1.0	1.0	85.0	0.0	6.25	0.0	1.19	-75.0	-99.96	-99.96	0.5917	
2017-12-05	0.69	0.0	0.0	0.43	-0.0	0.0	0.36	0.32	0.0	0.0	0.32	0.0	-0.18	0.0	0.0	-0.0	-0.32	0.0	-0.0	-0.0	0.0	0.69	colombo stock exchange	2.31	80.0	80.0	85.0	85.0	1.0	10.0	800.0	-5.88	-5.88	0.0	0.0	0.0	900.0	841.18	0.295	
2017-12-12	0.58	0.0	0.0	0.22	-0.0	0.0	0.49	0.33	0.0	0.0	0.32	0.0	-0.19	0.64	0.0	-0.0	-0.16	0.0	-0.0	-0.0	0.0	0.64	turkey	2.87	82.0	70.0	82.0	85.0	4.0	1265.0	100523.5	2.5	-12.5	-3.53	0.0	300.0	12550.0	12465.44	-2.6706	
2017-12-20	0.23	0.14	0.0	0.21	-0.0	0.0	0.0	0.0	0.44	0.47	0.44	0.0	-0.18	0.15	0.0	-0.0	-0.16	0.0	-0.0	-0.0	0.0	0.47	ceylon tea	2.21	89.9	89.9	82.0	82.0	1.0	10.0	899.0	9.63	28.43	0.0	-3.53	-75.0	-99.21	-99.11	-1.7964	
2017-12-27	0.22	0.0	0.0	0.52	-0.0	0.0	0.0	0.0	0.57	0.47	0.25	0.0	-0.18	0.61	0.0	-0.0	-0.46	0.0	-0.0	-0.0	0.0	0.61	turkey	2.61	85.0	80.0	83.0	82.0	4.0	5954.0	485320.0	-5.45	-11.01	1.22	0.0	300.0	59440.0	53884.43	0.0	
2017-12-28	0.23	0.0	0.0	0.33	-0.0	0.0	0.25	0.0	0.0	0.0	0.13	0.34	-0.0	0.32	0.0	-0.0	-0.33	0.0	-0.0	-0.33	0.0	0.34	sri lankan tea	1.28	95.0	89.8	90.4	83.0	11.0	582.0	52623.5	11.76	12.25	8.92	1.22	175.0	-90.23	-89.16	7.1725	1.0
2018-01-09	0.35	0.15	0.0	0.55	-0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.34	-0.37	0.96	0.0	-0.0	-0.49	0.0	-0.0	-0.0	0.0	0.96	turkey	2.85	73.2	73.2	90.4	90.4	2.0	6.0	439.2	-22.95	-18.49	0.0	8.92	-81.82	-98.97	-99.17	4.5691	
2018-01-22	0.48	0.07	0.0	0.45	-0.0	0.0	1.0	0.33	0.31	0.25	0.0	0.0	-0.0	0.16	0.0	-0.0	-0.17	0.0	-0.0	-0.0	0.0	1.0	exports	3.88	71.2	71.2	90.4	90.4	1.0	1.0	71.2	-2.73	-2.73	0.0	0.0	-50.0	-83.33	-83.79	2.0892	
2018-01-24	0.23	0.0	0.0	0.44	-0.0	0.0	0.62	0.33	0.3	0.0	0.26	0.0	-0.56	0.32	0.0	-0.0	-0.49	0.0	-0.0	-0.33	0.0	0.62	exports	1.7399999999999998	87.0	85.0	90.4	90.4	4.0	4.0	346.0	22.19	19.38	0.0	0.0	300.0	300.0	385.96	0.0	
2018-01-29	0.35	0.0	0.0	0.0	-0.0	0.0	0.5	0.66	0.0	0.0	0.53	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.66	tea board	2.7	90.4	77.5	90.0	90.4	12.0	5605.0	484406.7	3.91	-8.82	-0.44	0.0	200.0	140025.0	139901.94	-0.3322	
2018-02-02	0.45	0.0	0.0	0.42	-0.0	0.0	0.0	0.0	0.29	0.0	0.19	0.0	-0.18	0.31	0.0	-0.0	-0.31	0.0	-0.0	-0.0	0.0	0.45	colombo stock exchange	1.62	79.2	79.2	90.0	90.0	1.0	3.0	237.6	-12.39	2.19	0.0	-0.44	-91.67	-99.95	-99.95	-0.2217	
2018-02-09	0.0	0.0	0.0	0.41	-0.0	0.46	0.23	0.62	1.0	0.94	0.31	0.32	-0.35	0.3	0.0	-0.0	-0.46	0.83	-0.0	-0.0	0.0	1.0	Ceylon Tea	5.61	100.0	90.0	90.0	90.0	13.0	3003.0	270289.0	26.26	13.64	0.0	0.0	1200.0	100000.0	113658.0	-0.111	
2018-02-12	0.44	0.0	0.0	0.52	-0.0	0.0	0.35	0.0	0.58	0.48	0.5	0.0	-0.0	0.15	0.0	-0.0	-0.31	0.0	-0.0	-0.32	0.0	0.58	Ceylon Tea	2.97	80.1	80.0	80.0	90.0	2.0	500.0	40000.4	-19.9	-11.11	-11.11	0.0	-84.62	-83.35	-85.2	-8.5714	1.0
2018-02-15	0.76	0.55	0.0	0.21	-0.0	0.45	0.58	0.31	0.0	0.0	0.37	0.0	-0.0	0.15	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.76	colombo stock exchange	4.14	83.6	80.0	80.0	80.0	30.0	9504.0	768365.4	4.37	0.0	0.0	-11.11	1400.0	1800.8	1820.89	-5.8824	1.0
2018-02-20	0.68	0.43	0.0	0.43	-0.0	0.0	0.24	0.0	0.3	0.24	0.26	0.0	-0.0	0.47	0.0	-0.0	-0.32	0.0	-0.0	-0.0	0.0	0.68	colombo stock exchange	3.41	71.3	71.3	80.0	80.0	1.0	3.0	213.9	-14.71	-10.88	0.0	0.0	-96.67	-99.97	-99.97	-3.0303	
2018-02-21	0.45	0.57	0.0	0.42	-0.0	0.0	0.24	0.0	0.45	0.24	0.58	0.0	-0.55	0.31	0.0	-0.0	-0.32	0.0	-0.0	-0.0	0.0	0.58	russia	2.97	83.5	72.1	83.5	80.0	4.0	300.0	23901.0	17.11	1.12	4.37	0.0	300.0	9900.0	11073.91	3.2457	
2018-03-09	0.24	0.07	0.0	0.22	-0.0	0.0	0.0	0.0	0.46	0.51	0.2	0.34	-0.38	0.16	0.0	-0.0	-0.0	0.89	-0.0	-0.0	0.0	0.89	tea export	3.6	79.9	79.9	83.5	83.5	1.0	4.0	319.6	-4.31	10.82	0.0	4.37	-75.0	-98.67	-98.66	2.1407	
2018-03-12	0.23	0.0	0.0	0.43	-0.0	0.0	0.36	0.0	0.3	0.24	0.58	0.0	-0.18	0.47	0.0	-0.0	-0.48	0.0	-0.0	-0.0	0.0	0.58	russia	2.53	72.4	72.4	83.5	83.5	1.0	1.0	72.4	-9.39	-9.39	0.0	0.0	0.0	-75.0	-77.35	1.059	
2018-03-13	0.61	0.23	0.0	0.46	-0.0	0.0	0.39	0.0	0.63	0.51	0.14	0.0	-0.0	0.67	0.0	-0.0	-0.17	0.0	-0.0	-0.0	0.0	0.67	turkey	4.1400000000000015	79.9	79.9	83.5	83.5	1.0	1.0	79.9	10.36	10.36	0.0	0.0	0.0	0.0	10.36	0.0	
2018-03-14	0.49	0.15	0.0	0.46	-0.0	0.0	0.52	0.0	0.32	0.26	0.48	0.0	-0.2	0.34	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.52	exports	3.3400000000000003	80.0	80.0	80.0	83.5	7.0	2150.0	172000.0	0.13	0.13	-4.19	0.0	600.0	214900.0	215169.09	-3.177	
2018-03-16	0.0	0.07	0.0	0.33	-0.0	0.0	0.25	0.66	0.3	0.25	0.33	0.0	-0.19	0.48	0.0	-0.0	-0.33	0.0	-0.0	-0.33	0.0	0.66	tea board	2.48	73.3	73.1	80.0	80.0	2.0	11.0	804.3	-8.38	-8.63	0.0	-4.19	-71.43	-99.49	-99.53	-2.1407	
2018-03-19	0.49	0.0	0.0	0.69	-0.0	0.0	0.26	0.35	0.32	0.0	0.76	0.0	-0.39	0.68	0.0	-0.0	-0.34	0.0	-0.0	-0.0	0.0	0.76	russia	3.58	78.0	78.0	80.0	80.0	4.0	4.0	312.0	6.41	6.7	0.0	0.0	100.0	-63.64	-61.21	-1.0819	
2018-03-20	0.47	0.15	0.0	0.45	-0.0	0.0	0.0	0.33	0.3	0.25	0.6	0.0	-0.0	0.16	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.6	russia	3.31	79.9	78.0	80.0	80.0	4.0	5.0	391.9	2.44	0.0	0.0	0.0	0.0	25.0	25.61	0.0	
2018-03-29	0.23	0.07	0.0	0.32	-0.0	0.0	0.48	0.0	0.6	0.74	0.45	0.0	-0.37	0.16	0.0	-0.0	-0.16	0.0	-0.0	-0.0	0.0	0.74	ceylon tea	3.26	62.1	62.1	80.0	80.0	1.0	1.0	62.1	-22.28	-20.38	0.0	0.0	-75.0	-80.0	-84.15	0.0	
